"","taxon","link_direction","taxa_type","MH","WU","all","GM","PP","RG","NH","W","C","LP","RGyard","LU","NL","CSF","ST"
"212","02FV.Hydrellia maura","higher","02FV",0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0
"213","02FV.Hylaeus communis","higher","02FV",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"214","02FV.Hylaeus hyalinatus","higher","02FV",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"215","02FV.Hylemya urbica/variata","higher","02FV",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"216","02FV.Hylemya vagans","higher","02FV",0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0
"217","02FV.Hylemya variata","higher","02FV",0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0
"218","02FV.Ichneumonidae","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","02FV.Kleidotoma tetratoma","higher","02FV",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"220","02FV.Kuzinia sp","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221","02FV.Lasioglossum sp","higher","02FV",0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"222","02FV.Limnia unguicornis","higher","02FV",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"223","02FV.Limnophora triangula","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","02FV.Lonchoptera lutea","higher","02FV",0,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0
"225","02FV.Longitarsus sp","higher","02FV",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"226","02FV.Lotophila atra","higher","02FV",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0
"227","02FV.Lucilia caesar","higher","02FV",0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
"228","02FV.Lucilia richardsi","higher","02FV",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"229","02FV.Lucilia sericata","higher","02FV",0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"230","02FV.Malachius bipustulatus","higher","02FV",0,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0
"231","02FV.Malthodes minimus","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","02FV.Maniola jurtina","higher","02FV",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"233","02FV.Megaselia sp","higher","02FV",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"234","02FV.Melangyna sp","higher","02FV",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"235","02FV.Melanostoma mellinum","higher","02FV",0,0,0,0.125,0,0.375,0.125,0,0.375,0,0,0,0,0,0
"236","02FV.Melanostoma scalare","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","02FV.Melanostoma sp","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","02FV.Melinda viridicyanea","higher","02FV",0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0
"239","02FV.Metasyrphus luniger","higher","02FV",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"240","02FV.Metopina sp","higher","02FV",0,0,0,0.2,0.4,0,0.2,0,0.2,0,0,0,0,0,0
"241","02FV.Microchrysa polita","higher","02FV",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"242","02FV.Microphor anomalus","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243","02FV.Micropterix calthella","higher","02FV",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"244","02FV.Miscogaster maculata","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","02FV.Musca autumnalis","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"246","02FV.Neoascia podagrica","higher","02FV",0.333333333333333,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0
"247","02FV.Neomyia cornicina","higher","02FV",0.142857142857143,0,0,0,0,0.285714285714286,0.285714285714286,0,0.285714285714286,0,0,0,0,0,0
"248","02FV.Neomyia viridescens","higher","02FV",0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
"249","02FV.Norellisoma spinimanum","higher","02FV",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"250","02FV.Oedemera lurida","higher","02FV",0,0,0,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0
"251","02FV.Oedemera nobilis","higher","02FV",0.0909090909090909,0,0,0.0909090909090909,0.0909090909090909,0.363636363636364,0.181818181818182,0,0.0909090909090909,0,0,0,0.0909090909090909,0,0
"252","02FV.Olibrus aeneus","higher","02FV",0,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0
"253","02FV.Omphalapion hookerorum","higher","02FV",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"254","02FV.Ophiomyia sp","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255","02FV.Opomyza germinationis","higher","02FV",0,0,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0
"256","02FV.Opomyza petrei","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"257","02FV.Oscinella cariciphila","higher","02FV",0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0
"258","02FV.Oscinella frit","higher","02FV",0,0,0,0.25,0,0,0.25,0,0.25,0.25,0,0,0,0,0
"259","02FV.Oscinella hortensis","higher","02FV",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"260","02FV.Oscinella nigerrima","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"261","02FV.Oscinella nitidissima","higher","02FV",0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0
"262","02FV.Pegoplata aestiva or Adia cinerella","higher","02FV",0.227272727272727,0,0,0.0454545454545455,0.136363636363636,0.181818181818182,0,0,0.181818181818182,0.0454545454545455,0,0,0.136363636363636,0.0454545454545455,0
"263","02FV.Pegoplata depilis","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","02FV.Pegoplata infirma","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"265","02FV.Phaenocarpa (ruficeps)","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","02FV.Phaonia lasiophthalma","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","02FV.Phasia obesa","higher","02FV",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"268","02FV.Phasia pusilla","higher","02FV",0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
"269","02FV.Phradis morionellus","higher","02FV",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"270","02FV.Phyllobius virideaeris","higher","02FV",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"271","02FV.Phyllonorycter sp","higher","02FV",0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
"272","02FV.Phytomyza cineracea","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"273","02FV.Phytomyza notata","higher","02FV",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"274","02FV.Pieris brassicae","higher","02FV",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"275","02FV.Pierretia sp","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","02FV.Pimpla contemplator","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","02FV.Pionini sp","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"278","02FV.Pipiza noctiluca","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","02FV.Plagiatrochus sp","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","02FV.Platycheirus albimanus","higher","02FV",0.428571428571429,0,0,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.19047619047619,0.0952380952380952,0.0952380952380952,0,0,0,0,0,0
"281","02FV.Platycheirus clypeatus","higher","02FV",0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0
"282","02FV.Platycheirus manicatus","higher","02FV",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"283","02FV.Platycheirus nielseni","higher","02FV",0.75,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
"284","02FV.Platycheirus peltatus","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","02FV.Platycheirus scutatus","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","02FV.Platycheirus sp","higher","02FV",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"287","02FV.Platypalpus sp","higher","02FV",0,0,0,0.2,0.2,0.2,0.4,0,0,0,0,0,0,0,0
"288","02FV.Pollenia amentaria","higher","02FV",0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0
"289","02FV.Pollenia pediculata","higher","02FV",0.142857142857143,0,0,0,0,0.428571428571429,0.142857142857143,0,0.142857142857143,0,0,0,0.142857142857143,0,0
"290","02FV.Pollenia rudis","higher","02FV",0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0
"291","02FV.Polyommatus icarus","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"292","02FV.Psallinae sp","higher","02FV",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"293","02FV.Psocoptera sp","higher","02FV",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"294","02FV.Psychodidae sp","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","02FV.Psyllidae sp","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","02FV.Pteromalidae","higher","02FV",0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0
"297","02FV.Pyronia tithonus","higher","02FV",0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
"298","02FV.Rhagio notatus","higher","02FV",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"299","02FV.Rhagio tringarius","higher","02FV",0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
"300","02FV.Rhagonycha fulva","higher","02FV",0.2,0,0,0,0,0.6,0.2,0,0,0,0,0,0,0,0
"301","02FV.Rhingia campestris","higher","02FV",0,0,0,0.166666666666667,0,0,0,0.5,0,0,0,0.166666666666667,0,0.166666666666667,0
"302","02FV.Rhinophora lepida","higher","02FV",0.75,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
"303","02FV.Rhoptromeris heptoma","higher","02FV",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"304","02FV.Rhoptromeris rufiventris","higher","02FV",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"305","02FV.Saltella sphondylii","higher","02FV",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"306","02FV.Sarcophaga carnaria","higher","02FV",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"307","02FV.Scaptomyza flava","higher","02FV",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"308","02FV.Scaptomyza pallida","higher","02FV",0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0.25,0,0
"309","02FV.Scathophaga stercoraria","higher","02FV",0.24,0,0,0.08,0.08,0.2,0.08,0,0.08,0.08,0,0,0.16,0,0
"310","02FV.Scatopsidae sp","higher","02FV",0.166666666666667,0,0,0,0.5,0.166666666666667,0,0,0.166666666666667,0,0,0,0,0,0
"311","02FV.Sciaridae sp","higher","02FV",0.5,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0
"312","02FV.Sepsis cynipsea or neocynipsea","higher","02FV",0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
"313","02FV.Sepsis flavimana","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","02FV.Sepsis fulgens","higher","02FV",0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0.25,0,0
"315","02FV.Sepsis orthocnemis","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"316","02FV.Sepsis violacea","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"317","02FV.Sicus ferrugineus","higher","02FV",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"318","02FV.Simulium sp","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"319","02FV.Siphona geniculata","higher","02FV",0.142857142857143,0,0,0,0.142857142857143,0.428571428571429,0,0.142857142857143,0,0.142857142857143,0,0,0,0,0
"320","02FV.Sitona puncticollis","higher","02FV",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"321","02FV.Sphaerophoria menthastri","higher","02FV",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"322","02FV.Sphaerophoria rueppellii","higher","02FV",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"323","02FV.Sphaerophoria scripta","higher","02FV",0,0,0,0,0.2,0.2,0.2,0,0.4,0,0,0,0,0,0
"324","02FV.Sphaerophoria sp","higher","02FV",0.2,0,0,0.2,0,0.1,0.2,0,0.2,0,0,0,0.1,0,0
"325","02FV.Stenodiplosis sp","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"326","02FV.Stenomalina sp","higher","02FV",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"327","02FV.Sussaba cognata","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","02FV.Syritta pipiens","higher","02FV",0.166666666666667,0,0,0,0,0.333333333333333,0.166666666666667,0,0.166666666666667,0,0,0,0.166666666666667,0,0
"329","02FV.Syrphus ribesii","higher","02FV",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"330","02FV.Tenthredopsis nassata","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","02FV.Tersilochus sp","higher","02FV",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"332","02FV.Tetramesa sp","higher","02FV",0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0
"333","02FV.Tetrastichinae sp","higher","02FV",0,0,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0,0,0,0
"334","02FV.Thaumatomyia glabra","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"335","02FV.Theroscopus sp","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336","02FV.Tiphia minuta","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"337","02FV.Torymus sp","higher","02FV",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"338","02FV.Tricimba cincta","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"339","02FV.Triphleba sp","higher","02FV",0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
"340","02FV.Trybliographa erythrocera","higher","02FV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","02FV.Tytthaspis sedecimpunctata","higher","02FV",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"342","02FV.Volucella bombylans","higher","02FV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"343","03APH.Acyrthosiphon pisum","higher","03APH",0,0,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0,0,0.0833333333333333,0,0
"344","03APH.Acyrthosiphon pisum","lower","03APH",0,0,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0,0,0.583333333333333,0,0
"345","03APH.Aphid species 1","higher","03APH",0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0
"346","03APH.Aphid species 1","lower","03APH",0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0
"347","03APH.Aphis fabae","higher","03APH",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"348","03APH.Aphis galiiscabri","higher","03APH",0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"349","03APH.Aphis rumicis","higher","03APH",0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0
"350","03APH.Aphis rumicis","lower","03APH",0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0
"351","03APH.Aphis urticae","higher","03APH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","03APH.Brachycaudus helichrysii","higher","03APH",0,0,0,0,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0.0555555555555556,0,0,0.111111111111111,0,0
"353","03APH.Brachycaudus helichrysii","lower","03APH",0,0,0,0,0,0.277777777777778,0,0,0.222222222222222,0,0,0,0,0,0
"354","03APH.Capitophorus elaeagnii","higher","03APH",0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0,0,0,0
"355","03APH.Cavariella aegopodii","higher","03APH",0.25,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0
"356","03APH.Cryptomyzus korschelti","higher","03APH",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"357","03APH.Dysaphis species 1","higher","03APH",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"358","03APH.Dysaphis species 1","lower","03APH",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"359","03APH.Hyperomyzus lactucae","higher","03APH",0,0,0,0,0,0.166666666666667,0,0,0.333333333333333,0.166666666666667,0,0,0.333333333333333,0,0
"360","03APH.Lipaphys erysimi","higher","03APH",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"361","03APH.Macrosiphum funestum","higher","03APH",0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0
"362","03APH.Macrosiphum funestum","lower","03APH",0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363","03APH.Metopolophium dihrodum","higher","03APH",0.25,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0,0
"364","03APH.Microlophium carnosum","higher","03APH",0.142857142857143,0,0,0,0,0.142857142857143,0,0.142857142857143,0,0,0,0,0,0,0
"365","03APH.Microlophium carnosum","lower","03APH",0.285714285714286,0,0,0,0,0.142857142857143,0,0.142857142857143,0,0,0,0,0,0,0
"366","03APH.Myzocallis coryli","higher","03APH",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"367","03APH.Myzus persicae","higher","03APH",0,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0
"368","03APH.Nasonvoia ribisnigri","higher","03APH",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"369","03APH.Phorodon humuli","higher","03APH",0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
"370","03APH.Phorodon humuli","lower","03APH",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","03APH.Sipha maydis","higher","03APH",0.125,0,0,0.125,0.125,0.125,0.125,0,0.125,0.125,0,0,0.125,0,0
"372","03APH.Sitobion avenae","higher","03APH",0.0363636363636364,0,0,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0727272727272727,0.0181818181818182,0,0,0.0181818181818182,0,0
"373","03APH.Sitobion avenae","lower","03APH",0.0363636363636364,0,0,0.0727272727272727,0.0545454545454545,0.163636363636364,0.145454545454545,0,0.2,0.0181818181818182,0,0,0.0727272727272727,0,0
"374","03APH.Sitobion fragariae","higher","03APH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375","03APH.Therioaphis trifoli","higher","03APH",0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0
"376","03APH.Therioaphis trifoli","lower","03APH",0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0
"377","03APH.Tubaphis ranunculina","higher","03APH",0,0,0,0,0.142857142857143,0,0,0,0.142857142857143,0.142857142857143,0,0,0,0,0
"378","03APH.Tubaphis ranunculina","lower","03APH",0,0,0,0,0.142857142857143,0,0,0,0.285714285714286,0.142857142857143,0,0,0,0,0
"379","03APH.Uroleucon aeneum","higher","03APH",0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0
"380","03APH.Uroleucon cirsii","higher","03APH",0.125,0,0,0,0.125,0.125,0.125,0,0.125,0.125,0,0,0.125,0,0
"381","03APH.Uroleucon cirsii","lower","03APH",0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0
"382","03APH.Uroleucon sonchi","higher","03APH",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
"383","03APH.Uroleucon sonchi","lower","03APH",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
"384","04PRIMARYPARA.Aphidius ervi","higher","04PRIMARYPARA",0.181818181818182,0,0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0,0.136363636363636,0.0909090909090909,0,0,0.318181818181818,0,0
"385","04PRIMARYPARA.Aphidius funebris","higher","04PRIMARYPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"386","04PRIMARYPARA.Aphidius matricariae","higher","04PRIMARYPARA",0,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0
"387","04PRIMARYPARA.Aphidius picipes?","higher","04PRIMARYPARA",0,0,0,0,0,0.285714285714286,0,0,0.714285714285714,0,0,0,0,0,0
"388","04PRIMARYPARA.Aphidius rhopalosiphi?","higher","04PRIMARYPARA",0,0,0,0.153846153846154,0,0.307692307692308,0.153846153846154,0,0.230769230769231,0,0,0,0.153846153846154,0,0
"389","04PRIMARYPARA.Ephedrus plagiator","higher","04PRIMARYPARA",0.133333333333333,0,0,0.133333333333333,0,0.133333333333333,0.133333333333333,0,0.333333333333333,0,0,0,0.133333333333333,0,0
"390","04PRIMARYPARA.Praon dorsale?","higher","04PRIMARYPARA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"391","04PRIMARYPARA.Praon exoletum?","higher","04PRIMARYPARA",0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
"392","04PRIMARYPARA.Praon sp nr flavinode","higher","04PRIMARYPARA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"393","04PRIMARYPARA.Praon volucre","higher","04PRIMARYPARA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"394","04PRIMARYPARA.Trioxys B","higher","04PRIMARYPARA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"395","05SECONDARYPARA.Alloxysta victrix","higher","05SECONDARYPARA",0.16,0,0,0,0,0.08,0.16,0,0.24,0.16,0,0,0.2,0,0
"396","05SECONDARYPARA.Asaphes suspensus","higher","05SECONDARYPARA",0,0,0,0,0.235294117647059,0.235294117647059,0.117647058823529,0,0.294117647058824,0,0,0,0.117647058823529,0,0
"397","05SECONDARYPARA.Asaphes vulgaris","higher","05SECONDARYPARA",0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0.166666666666667,0,0
"398","05SECONDARYPARA.Coruna clavata","higher","05SECONDARYPARA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"399","05SECONDARYPARA.Dendrocerus aphidum","higher","05SECONDARYPARA",0,0,0,0.125,0,0.25,0.125,0.125,0.25,0,0,0,0.125,0,0
"400","05SECONDARYPARA.Dendrocerus carpenteri","higher","05SECONDARYPARA",0.142857142857143,0,0,0.142857142857143,0,0.285714285714286,0,0,0.285714285714286,0,0,0,0.142857142857143,0,0
"401","05SECONDARYPARA.Pachyneuron sp","higher","05SECONDARYPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"402","06MINERPARA.Achrysocharoides acerianus","higher","06MINERPARA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"403","06MINERPARA.Achrysocharoides atys","higher","06MINERPARA",0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"404","06MINERPARA.Achrysocharoides butus","higher","06MINERPARA",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5
"405","06MINERPARA.Achrysocharoides latreillei","higher","06MINERPARA",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5
"406","06MINERPARA.Adelius sp","higher","06MINERPARA",0.666666666666667,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0
"407","06MINERPARA.Adelurola florimela","higher","06MINERPARA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","06MINERPARA.Alysiinae sp","higher","06MINERPARA",0.142857142857143,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0,0.285714285714286,0,0,0,0,0,0
"409","06MINERPARA.Anagrus sp A","higher","06MINERPARA",0,0,0,0,0,0,0,0.6,0.2,0,0,0,0,0,0.2
"410","06MINERPARA.Anagrus sp B","higher","06MINERPARA",0.333333333333333,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0
"411","06MINERPARA.Anagrus sp C","higher","06MINERPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"412","06MINERPARA.Apanteles circumscriptus","higher","06MINERPARA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413","06MINERPARA.Aphanogmus microneurus","higher","06MINERPARA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"414","06MINERPARA.Aphanogmus sp","higher","06MINERPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"415","06MINERPARA.Apodesmia A","higher","06MINERPARA",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0
"416","06MINERPARA.Apodesmia curvata","higher","06MINERPARA",0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0
"417","06MINERPARA.Apodesmia irregularis","higher","06MINERPARA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"418","06MINERPARA.Apodesmia ocellata","higher","06MINERPARA",0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"419","06MINERPARA.Apodesmia rufipes","higher","06MINERPARA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"420","06MINERPARA.Apodesmia similis","higher","06MINERPARA",0,0,0,0.285714285714286,0.142857142857143,0,0.285714285714286,0,0.142857142857143,0,0,0.142857142857143,0,0,0
"421","06MINERPARA.Asaphes suspensus","higher","06MINERPARA",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"422","06MINERPARA.Ascogaster varipes","higher","06MINERPARA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"423","06MINERPARA.Bracon sp","higher","06MINERPARA",0.5,0,0,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0
"424","06MINERPARA.Campoplex sp","higher","06MINERPARA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"425","06MINERPARA.Chelonus scabrosus","higher","06MINERPARA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"426","06MINERPARA.Chelonus sp","higher","06MINERPARA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"427","06MINERPARA.Chelonus sp aff rimatus","higher","06MINERPARA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","06MINERPARA.Chorebus A","higher","06MINERPARA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","06MINERPARA.Chorebus amasis","higher","06MINERPARA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"430","06MINERPARA.Chorebus aphantus","higher","06MINERPARA",0,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0
