"node_from","node_to","management"
4,500,"SE"
4,501,"SE"
4,502,"SE"
4,503,"SE"
4,504,"SE"
4,505,"SE"
5,496,"SE"
5,497,"SE"
5,498,"SE"
5,499,"SE"
5,501,"SE"
5,504,"SE"
7,496,"SE"
7,497,"SE"
7,498,"SE"
7,499,"SE"
7,500,"SE"
7,501,"SE"
7,502,"SE"
7,503,"SE"
7,504,"SE"
8,496,"SE"
8,497,"SE"
8,498,"SE"
8,499,"SE"
8,501,"SE"
8,504,"SE"
8,505,"SE"
11,497,"SE"
11,499,"SE"
11,500,"SE"
11,501,"SE"
11,502,"SE"
11,504,"SE"
11,505,"SE"
12,495,"SE"
12,496,"SE"
12,497,"SE"
12,498,"SE"
12,499,"SE"
12,500,"SE"
12,501,"SE"
12,502,"SE"
12,503,"SE"
12,504,"SE"
12,505,"SE"
13,499,"SE"
13,502,"SE"
13,504,"SE"
13,505,"SE"
14,496,"SE"
14,497,"SE"
14,498,"SE"
14,499,"SE"
14,500,"SE"
14,502,"SE"
14,503,"SE"
14,504,"SE"
16,496,"SE"
16,497,"SE"
16,498,"SE"
16,499,"SE"
16,500,"SE"
16,503,"SE"
16,504,"SE"
16,505,"SE"
17,497,"SE"
17,500,"SE"
19,496,"SE"
19,497,"SE"
19,498,"SE"
19,499,"SE"
19,500,"SE"
19,503,"SE"
19,504,"SE"
19,505,"SE"
20,495,"SE"
20,497,"SE"
20,498,"SE"
20,502,"SE"
23,496,"SE"
23,497,"SE"
23,498,"SE"
23,499,"SE"
23,500,"SE"
23,501,"SE"
23,503,"SE"
23,504,"SE"
23,505,"SE"
24,496,"SE"
24,502,"SE"
24,503,"SE"
24,504,"SE"
26,495,"SE"
26,497,"SE"
26,498,"SE"
26,499,"SE"
26,500,"SE"
26,501,"SE"
26,502,"SE"
26,504,"SE"
26,505,"SE"
28,496,"SE"
28,497,"SE"
28,498,"SE"
28,499,"SE"
28,502,"SE"
28,504,"SE"
28,505,"SE"
30,499,"SE"
30,504,"SE"
32,496,"SE"
32,497,"SE"
32,498,"SE"
32,499,"SE"
32,500,"SE"
32,501,"SE"
32,503,"SE"
32,504,"SE"
32,505,"SE"
33,495,"SE"
33,496,"SE"
33,497,"SE"
33,498,"SE"
33,499,"SE"
33,500,"SE"
33,501,"SE"
33,502,"SE"
33,503,"SE"
33,504,"SE"
33,505,"SE"
36,500,"SE"
36,501,"SE"
36,502,"SE"
36,504,"SE"
36,505,"SE"
38,497,"SE"
38,498,"SE"
38,503,"SE"
38,504,"SE"
41,495,"SE"
41,504,"SE"
44,495,"SE"
44,496,"SE"
44,497,"SE"
44,498,"SE"
44,499,"SE"
44,500,"SE"
44,501,"SE"
44,502,"SE"
44,503,"SE"
44,504,"SE"
44,505,"SE"
45,496,"SE"
45,497,"SE"
45,498,"SE"
45,499,"SE"
45,500,"SE"
45,501,"SE"
45,503,"SE"
45,504,"SE"
46,496,"SE"
46,497,"SE"
46,498,"SE"
46,499,"SE"
46,504,"SE"
46,505,"SE"
47,496,"SE"
47,499,"SE"
47,500,"SE"
47,501,"SE"
47,502,"SE"
47,503,"SE"
47,505,"SE"
48,496,"SE"
48,497,"SE"
48,498,"SE"
48,499,"SE"
48,504,"SE"
48,505,"SE"
49,496,"SE"
49,497,"SE"
49,498,"SE"
49,499,"SE"
49,501,"SE"
49,504,"SE"
51,495,"SE"
51,496,"SE"
51,504,"SE"
56,496,"SE"
56,497,"SE"
56,498,"SE"
56,499,"SE"
56,500,"SE"
56,501,"SE"
56,503,"SE"
57,495,"SE"
57,496,"SE"
57,497,"SE"
57,498,"SE"
57,499,"SE"
57,500,"SE"
57,501,"SE"
57,502,"SE"
57,503,"SE"
57,504,"SE"
57,505,"SE"
59,496,"SE"
59,501,"SE"
59,503,"SE"
59,504,"SE"
59,505,"SE"
61,496,"SE"
61,497,"SE"
61,498,"SE"
61,499,"SE"
61,504,"SE"
61,505,"SE"
62,495,"SE"
62,497,"SE"
62,498,"SE"
62,499,"SE"
62,500,"SE"
62,502,"SE"
62,504,"SE"
64,496,"SE"
64,497,"SE"
64,498,"SE"
64,499,"SE"
64,500,"SE"
64,501,"SE"
64,502,"SE"
64,503,"SE"
64,504,"SE"
64,505,"SE"
67,495,"SE"
67,496,"SE"
67,497,"SE"
67,498,"SE"
67,499,"SE"
67,500,"SE"
67,501,"SE"
67,502,"SE"
67,503,"SE"
67,504,"SE"
67,505,"SE"
72,496,"SE"
72,497,"SE"
72,498,"SE"
72,499,"SE"
72,500,"SE"
72,501,"SE"
72,503,"SE"
72,504,"SE"
76,497,"SE"
76,499,"SE"
76,500,"SE"
76,504,"SE"
77,496,"SE"
77,497,"SE"
77,498,"SE"
77,499,"SE"
77,503,"SE"
77,504,"SE"
77,505,"SE"
78,496,"SE"
78,497,"SE"
78,498,"SE"
78,499,"SE"
78,501,"SE"
78,502,"SE"
78,504,"SE"
78,505,"SE"
80,495,"SE"
80,497,"SE"
80,498,"SE"
80,500,"SE"
80,503,"SE"
80,505,"SE"
81,502,"SE"
81,504,"SE"
86,495,"SE"
86,497,"SE"
86,500,"SE"
91,496,"SE"
91,497,"SE"
91,498,"SE"
91,499,"SE"
91,500,"SE"
91,501,"SE"
91,503,"SE"
91,504,"SE"
91,505,"SE"
99,495,"SE"
99,496,"SE"
99,497,"SE"
99,498,"SE"
99,499,"SE"
99,500,"SE"
99,501,"SE"
99,502,"SE"
99,503,"SE"
99,504,"SE"
99,505,"SE"
3,276,"SE"
3,318,"SE"
3,124,"SE"
14,124,"SE"
14,323,"SE"
26,212,"SE"
26,295,"SE"
14,112,"SE"
54,345,"SE"
44,435,"SE"
28,426,"SE"
44,471,"SE"
26,457,"SE"
28,452,"SE"
28,425,"SE"
44,389,"SE"
44,457,"SE"
44,445,"SE"
26,435,"SE"
26,433,"SE"
26,446,"SE"
14,445,"SE"
44,462,"SE"
28,454,"SE"
28,451,"SE"
44,461,"SE"
44,447,"SE"
44,423,"SE"
44,422,"SE"
54,436,"SE"
44,412,"SE"
44,470,"SE"
44,453,"SE"
28,407,"SE"
14,457,"SE"
26,471,"SE"
54,426,"SE"
54,445,"SE"
14,423,"SE"
44,401,"SE"
28,492,"SE"
14,484,"SE"
78,493,"SE"
78,494,"SE"
492,530,"SE"
494,530,"SE"
484,534,"SE"
484,540,"SE"
484,542,"SE"
484,543,"SE"
26,248,"SE"
26,303,"SE"
14,246,"SE"
26,258,"SE"
26,131,"SE"
26,101,"SE"
26,230,"SE"
25,303,"SE"
25,163,"SE"
25,167,"SE"
25,151,"SE"
25,152,"SE"
25,283,"SE"
26,195,"SE"
25,254,"SE"
26,210,"SE"
26,335,"SE"
26,193,"SE"
26,259,"SE"
26,173,"SE"
2,237,"SE"
26,240,"SE"
26,247,"SE"
26,215,"SE"
14,267,"SE"
26,255,"SE"
26,139,"SE"
14,512,"SE"
14,522,"SE"
48,519,"SE"
28,521,"SE"
28,524,"SE"
48,524,"SE"
14,515,"SE"
32,516,"SE"
32,522,"SE"
32,526,"SE"
28,520,"SE"
508,545,"SE"
508,548,"SE"
508,549,"SE"
2,496,"SE"
2,497,"SE"
2,498,"SE"
2,499,"SE"
2,504,"SE"
10,496,"SE"
10,499,"SE"
10,500,"SE"
10,501,"SE"
10,502,"SE"
10,503,"SE"
10,505,"SE"
25,496,"SE"
25,497,"SE"
25,498,"SE"
25,499,"SE"
25,500,"SE"
25,501,"SE"
25,503,"SE"
25,505,"SE"
27,496,"SE"
27,499,"SE"
27,504,"SE"
54,496,"SE"
54,497,"SE"
54,498,"SE"
54,499,"SE"
54,500,"SE"
54,501,"SE"
54,503,"SE"
54,505,"SE"
58,496,"SE"
58,497,"SE"
58,498,"SE"
58,499,"SE"
58,504,"SE"
63,496,"SE"
63,497,"SE"
63,498,"SE"
63,499,"SE"
63,504,"SE"
63,505,"SE"
71,496,"SE"
71,503,"SE"
71,504,"SE"
71,505,"SE"
75,496,"SE"
75,497,"SE"
75,498,"SE"
75,499,"SE"
75,504,"SE"
14,236,"SE"
14,123,"SE"
14,126,"SE"
14,190,"SE"
14,127,"SE"
26,231,"SE"
69,343,"SE"
44,351,"SE"
28,362,"SE"
14,337,"SE"
361,376,"SE"
337,365,"SE"
28,464,"SE"
28,435,"SE"
28,471,"SE"
44,455,"SE"
26,396,"SE"
14,447,"SE"
28,438,"SE"
26,287,"SE"
26,270,"SE"
78,255,"SE"
26,306,"SE"
26,305,"SE"
26,197,"SE"
26,224,"SE"
26,129,"SE"
26,299,"SE"
26,291,"SE"
19,327,"SE"
14,113,"SE"
14,101,"SE"
26,171,"SE"
14,303,"SE"
26,213,"SE"
14,179,"SE"
26,320,"SE"
14,284,"SE"
14,302,"SE"
28,313,"SE"
14,314,"SE"
28,515,"SE"
60,496,"SE"
60,499,"SE"
60,500,"SE"
60,502,"SE"
60,504,"SE"
25,279,"SE"
54,281,"SE"
25,276,"SE"
14,276,"SE"
28,318,"SE"
28,279,"SE"
28,219,"SE"
7,280,"SE"
28,124,"SE"
7,124,"SE"
7,183,"SE"
53,276,"SE"
71,274,"SE"
71,233,"SE"
71,276,"SE"
7,276,"SE"
7,112,"SE"
7,126,"SE"
28,123,"SE"
7,187,"SE"
26,276,"SE"
26,234,"SE"
49,276,"SE"
7,322,"SE"
7,123,"SE"
7,279,"SE"
7,318,"SE"
51,122,"SE"
25,183,"SE"
7,233,"SE"
49,124,"SE"
19,276,"SE"
85,243,"SE"
85,233,"SE"
85,183,"SE"
85,276,"SE"
7,350,"SE"
80,352,"SE"
5,356,"SE"
13,340,"SE"
73,359,"SE"
80,342,"SE"
352,365,"SE"
356,381,"SE"
352,376,"SE"
356,378,"SE"
350,365,"SE"
25,448,"SE"
26,436,"SE"
54,399,"SE"
37,404,"SE"
78,439,"SE"
25,438,"SE"
25,461,"SE"
5,387,"SE"
44,444,"SE"
78,438,"SE"
55,445,"SE"
44,475,"SE"
44,430,"SE"
44,434,"SE"
44,409,"SE"
7,424,"SE"
7,387,"SE"
28,408,"SE"
28,391,"SE"
54,448,"SE"
5,424,"SE"
7,422,"SE"
5,404,"SE"
45,430,"SE"
33,388,"SE"
33,404,"SE"
49,384,"SE"
5,393,"SE"
5,443,"SE"
54,430,"SE"
5,459,"SE"
49,476,"SE"
78,491,"SE"
491,537,"SE"
493,537,"SE"
1,507,"SE"
1,508,"SE"
1,509,"SE"
1,510,"SE"
5,507,"SE"
5,510,"SE"
7,507,"SE"
7,509,"SE"
7,510,"SE"
12,510,"SE"
33,507,"SE"
33,509,"SE"
33,510,"SE"
34,508,"SE"
34,510,"SE"
36,507,"SE"
36,509,"SE"
36,510,"SE"
40,507,"SE"
40,508,"SE"
40,509,"SE"
40,510,"SE"
44,507,"SE"
44,509,"SE"
44,510,"SE"
45,508,"SE"
45,510,"SE"
49,507,"SE"
49,509,"SE"
49,510,"SE"
50,507,"SE"
50,508,"SE"
50,510,"SE"
51,507,"SE"
51,508,"SE"
51,509,"SE"
51,510,"SE"
53,508,"SE"
53,510,"SE"
59,507,"SE"
59,510,"SE"
64,507,"SE"
64,508,"SE"
64,510,"SE"
72,510,"SE"
73,507,"SE"
73,508,"SE"
73,509,"SE"
73,510,"SE"
80,510,"SE"
82,507,"SE"
82,509,"SE"
82,510,"SE"
54,303,"SE"
25,289,"SE"
25,192,"SE"
25,304,"SE"
54,134,"SE"
54,235,"SE"
54,152,"SE"
54,193,"SE"
54,221,"SE"
54,151,"SE"
54,189,"SE"
25,241,"SE"
25,324,"SE"
54,244,"SE"
25,100,"SE"
25,176,"SE"
25,193,"SE"
25,107,"SE"
25,164,"SE"
25,201,"SE"
25,129,"SE"
25,239,"SE"
25,291,"SE"
54,117,"SE"
25,179,"SE"
13,305,"SE"
7,179,"SE"
28,218,"SE"
28,260,"SE"
28,303,"SE"
22,303,"SE"
73,259,"SE"
63,259,"SE"
71,179,"SE"
25,120,"SE"
25,214,"SE"
49,198,"SE"
25,103,"SE"
71,251,"SE"
71,121,"SE"
71,120,"SE"
54,199,"SE"
54,103,"SE"
54,138,"SE"
54,179,"SE"
71,131,"SE"
54,111,"SE"
25,265,"SE"
26,100,"SE"
25,290,"SE"
28,169,"SE"
28,329,"SE"
7,294,"SE"
7,285,"SE"
7,306,"SE"
28,296,"SE"
7,259,"SE"
28,271,"SE"
28,259,"SE"
49,136,"SE"
49,303,"SE"
49,169,"SE"
49,151,"SE"
7,216,"SE"
28,129,"SE"
7,141,"SE"
25,263,"SE"
25,137,"SE"
25,262,"SE"
25,131,"SE"
25,182,"SE"
25,180,"SE"
25,272,"SE"
25,174,"SE"
25,177,"SE"
7,138,"SE"
7,229,"SE"
28,227,"SE"
7,159,"SE"
54,305,"SE"
7,248,"SE"
3,164,"SE"
73,103,"SE"
73,184,"SE"
73,104,"SE"
73,133,"SE"
74,104,"SE"
5,303,"SE"
7,296,"SE"
7,158,"SE"
7,307,"SE"
7,334,"SE"
85,161,"SE"
85,275,"SE"
85,296,"SE"
7,162,"SE"
85,307,"SE"
85,321,"SE"
6,519,"SE"
7,511,"SE"
28,511,"SE"
7,513,"SE"
7,517,"SE"
7,520,"SE"
7,525,"SE"
78,511,"SE"
78,513,"SE"
85,513,"SE"
78,514,"SE"
78,516,"SE"
78,517,"SE"
7,519,"SE"
78,519,"SE"
78,520,"SE"
7,524,"SE"
78,524,"SE"
15,525,"SE"
78,525,"SE"
71,516,"SE"
7,526,"SE"
507,545,"SE"
507,546,"SE"
508,546,"SE"
508,547,"SE"
508,550,"SE"
510,544,"SE"
510,545,"SE"
510,546,"SE"
510,548,"SE"
34,496,"SE"
34,497,"SE"
34,498,"SE"
34,499,"SE"
34,500,"SE"
34,501,"SE"
34,503,"SE"
40,501,"SE"
52,496,"SE"
52,499,"SE"
52,500,"SE"
52,501,"SE"
52,503,"SE"
52,504,"SE"
52,505,"SE"
53,499,"SE"
53,504,"SE"
73,496,"SE"
73,497,"SE"
73,498,"SE"
73,499,"SE"
73,504,"SE"
74,496,"SE"
74,497,"SE"
74,498,"SE"
74,499,"SE"
74,500,"SE"
74,501,"SE"
74,503,"SE"
74,505,"SE"
70,186,"SE"
70,276,"SE"
70,322,"SE"
70,318,"SE"
70,317,"SE"
70,187,"SE"
70,190,"SE"
70,316,"SE"
78,124,"SE"
77,318,"SE"
77,112,"SE"
28,202,"SE"
49,105,"SE"
70,188,"SE"
78,112,"SE"
28,232,"SE"
79,339,"SE"
49,347,"SE"
50,353,"SE"
347,376,"SE"
358,379,"SE"
44,441,"SE"
44,466,"SE"
44,469,"SE"
44,411,"SE"
44,446,"SE"
44,456,"SE"
44,432,"SE"
28,469,"SE"
26,403,"SE"
28,461,"SE"
28,405,"SE"
33,400,"SE"
5,469,"SE"
5,429,"SE"
5,422,"SE"
5,447,"SE"
49,422,"SE"
49,469,"SE"
80,469,"SE"
28,455,"SE"
77,406,"SE"
10,508,"SE"
12,509,"SE"
16,510,"SE"
88,179,"SE"
59,179,"SE"
70,244,"SE"
70,128,"SE"
70,226,"SE"
70,235,"SE"
70,185,"SE"
70,311,"SE"
70,227,"SE"
70,206,"SE"
70,245,"SE"
70,225,"SE"
70,288,"SE"
70,135,"SE"
28,179,"SE"
28,294,"SE"
28,156,"SE"
90,172,"SE"
88,285,"SE"
19,244,"SE"
35,179,"SE"
35,293,"SE"
26,138,"SE"
26,141,"SE"
78,179,"SE"
54,150,"SE"
49,152,"SE"
49,283,"SE"
49,248,"SE"
49,228,"SE"
49,164,"SE"
49,268,"SE"
19,331,"SE"
26,283,"SE"
19,179,"SE"
54,178,"SE"
54,325,"SE"
54,238,"SE"
26,333,"SE"
26,220,"SE"
26,256,"SE"
70,513,"SE"
78,521,"SE"
509,544,"SE"
509,546,"SE"
84,496,"SE"
84,497,"SE"
84,498,"SE"
84,499,"SE"
84,500,"SE"
84,501,"SE"
84,503,"SE"
84,505,"SE"
14,122,"SE"
26,277,"SE"
61,188,"SE"
61,322,"SE"
61,211,"SE"
78,126,"SE"
61,315,"SE"
86,355,"SE"
77,364,"SE"
14,360,"SE"
364,365,"SE"
337,369,"SE"
337,377,"SE"
337,376,"SE"
337,381,"SE"
337,378,"SE"
337,371,"SE"
360,365,"SE"
360,376,"SE"
61,308,"SE"
61,189,"SE"
61,265,"SE"
14,300,"SE"
26,150,"SE"
26,222,"SE"
26,165,"SE"
14,109,"SE"
14,125,"SE"
11,317,"SE"
44,345,"SE"
361,373,"SE"
28,457,"SE"
18,445,"SE"
18,470,"SE"
18,404,"SE"
18,467,"SE"
26,450,"SE"
14,469,"SE"
31,442,"SE"
14,464,"SE"
60,485,"SE"
14,478,"SE"
478,534,"SE"
492,536,"SE"
478,540,"SE"
478,542,"SE"
482,542,"SE"
486,542,"SE"
478,543,"SE"
482,543,"SE"
486,543,"SE"
31,179,"SE"
31,258,"SE"
31,259,"SE"
31,303,"SE"
26,308,"SE"
26,293,"SE"
26,201,"SE"
26,292,"SE"
26,313,"SE"
2,297,"SE"
2,217,"SE"
2,208,"SE"
2,327,"SE"
26,327,"SE"
2,298,"SE"
26,297,"SE"
2,164,"SE"
2,259,"SE"
2,114,"SE"
2,200,"SE"
26,154,"SE"
2,129,"SE"
14,283,"SE"
14,304,"SE"
26,304,"SE"
26,252,"SE"
14,158,"SE"
26,209,"SE"
61,304,"SE"
26,114,"SE"
28,512,"SE"
75,517,"SE"
31,525,"SE"
14,518,"SE"
28,295,"SE"
28,186,"SE"
28,112,"SE"
28,467,"SE"
77,435,"SE"
77,438,"SE"
28,402,"SE"
17,259,"SE"
11,105,"M"
77,317,"M"
77,202,"M"
78,123,"M"
26,183,"M"
20,123,"M"
20,126,"M"
26,318,"M"
76,276,"M"
26,144,"M"
76,322,"M"
20,279,"M"
61,278,"M"
61,190,"M"
61,318,"M"
61,186,"M"
61,282,"M"
61,203,"M"
61,317,"M"
26,232,"M"
61,232,"M"
61,276,"M"
95,295,"M"
95,112,"M"
95,126,"M"
11,232,"M"
61,343,"M"
99,358,"M"
11,349,"M"
28,363,"M"
98,358,"M"
78,348,"M"
77,348,"M"
66,354,"M"
38,343,"M"
97,358,"M"
44,357,"M"
19,354,"M"
44,358,"M"
97,351,"M"
26,361,"M"
33,341,"M"
28,344,"M"
358,376,"M"
358,377,"M"
358,368,"M"
343,367,"M"
358,367,"M"
358,378,"M"
358,374,"M"
358,369,"M"
358,365,"M"
358,381,"M"
358,380,"M"
361,374,"M"
358,370,"M"
341,381,"M"
343,377,"M"
343,380,"M"
343,376,"M"
361,372,"M"
26,445,"M"
26,438,"M"
26,422,"M"
26,467,"M"
26,470,"M"
98,470,"M"
28,470,"M"
28,421,"M"
28,439,"M"
98,445,"M"
19,469,"M"
99,412,"M"
77,417,"M"
77,445,"M"
26,421,"M"
77,470,"M"
77,471,"M"
26,437,"M"
26,447,"M"
44,467,"M"
26,415,"M"
14,421,"M"
86,410,"M"
64,463,"M"
64,445,"M"
64,435,"M"
77,425,"M"
77,422,"M"
64,438,"M"
64,447,"M"
17,410,"M"
17,421,"M"
77,467,"M"
28,445,"M"
26,455,"M"
11,469,"M"
94,445,"M"
77,458,"M"
11,440,"M"
11,419,"M"
94,429,"M"
11,445,"M"
94,457,"M"
94,438,"M"
44,433,"M"
26,441,"M"
28,389,"M"
26,397,"M"
26,465,"M"
14,430,"M"
77,455,"M"
96,445,"M"
17,467,"M"
96,438,"M"
95,469,"M"
95,445,"M"
95,422,"M"
95,438,"M"
44,438,"M"
44,425,"M"
26,401,"M"
26,469,"M"
26,389,"M"
26,394,"M"
26,390,"M"
28,433,"M"
26,425,"M"
26,426,"M"
14,482,"M"
14,483,"M"
14,486,"M"
482,534,"M"
483,534,"M"
486,534,"M"
482,540,"M"
483,540,"M"
486,540,"M"
4,508,"M"
5,508,"M"
7,508,"M"
11,508,"M"
12,508,"M"
14,508,"M"
30,508,"M"
33,508,"M"
36,508,"M"
39,508,"M"
44,508,"M"
47,508,"M"
49,508,"M"
57,508,"M"
59,508,"M"
67,508,"M"
72,508,"M"
80,508,"M"
82,508,"M"
99,508,"M"
11,326,"M"
77,259,"M"
78,308,"M"
11,179,"M"
11,164,"M"
11,141,"M"
47,179,"M"
61,179,"M"
47,193,"M"
76,179,"M"
26,166,"M"
26,228,"M"
26,179,"M"
38,179,"M"
26,198,"M"
61,128,"M"
61,264,"M"
61,244,"M"
61,303,"M"
61,164,"M"
20,164,"M"
61,247,"M"
61,196,"M"
28,131,"M"
61,259,"M"
28,244,"M"
11,259,"M"
61,138,"M"
62,259,"M"
61,248,"M"
47,138,"M"
26,237,"M"
61,286,"M"
61,209,"M"
61,285,"M"
26,164,"M"
24,181,"M"
61,249,"M"
61,302,"M"
61,252,"M"
61,250,"M"
61,173,"M"
61,132,"M"
95,196,"M"
17,223,"M"
11,249,"M"
11,255,"M"
26,142,"M"
11,143,"M"
11,138,"M"
11,222,"M"
11,158,"M"
11,170,"M"
11,266,"M"
11,140,"M"
11,304,"M"
11,303,"M"
61,301,"M"
32,519,"M"
32,524,"M"
95,514,"M"
91,516,"M"
95,516,"M"
61,517,"M"
14,523,"M"
95,523,"M"
14,513,"M"
28,513,"M"
26,514,"M"
28,514,"M"
28,516,"M"
26,517,"M"
28,517,"M"
28,519,"M"
28,523,"M"
61,523,"M"
11,525,"M"
14,525,"M"
26,525,"M"
28,525,"M"
26,522,"M"
4,495,"M"
4,496,"M"
4,497,"M"
4,498,"M"
4,499,"M"
4,500,"M"
4,501,"M"
4,502,"M"
4,503,"M"
4,504,"M"
4,505,"M"
5,496,"M"
5,497,"M"
5,498,"M"
5,499,"M"
5,501,"M"
5,504,"M"
7,496,"M"
7,497,"M"
7,498,"M"
7,499,"M"
7,500,"M"
7,501,"M"
7,502,"M"
7,503,"M"
7,504,"M"
8,496,"M"
8,497,"M"
8,498,"M"
8,499,"M"
8,501,"M"
8,504,"M"
8,505,"M"
11,497,"M"
11,499,"M"
11,500,"M"
11,501,"M"
11,502,"M"
11,504,"M"
11,505,"M"
12,495,"M"
12,496,"M"
12,497,"M"
12,498,"M"
12,499,"M"
12,500,"M"
12,501,"M"
12,502,"M"
12,503,"M"
12,504,"M"
12,505,"M"
13,499,"M"
13,502,"M"
13,504,"M"
13,505,"M"
14,496,"M"
14,497,"M"
14,498,"M"
14,499,"M"
14,500,"M"
14,502,"M"
14,503,"M"
14,504,"M"
16,496,"M"
16,497,"M"
16,498,"M"
16,499,"M"
16,500,"M"
16,503,"M"
16,504,"M"
16,505,"M"
17,497,"M"
17,500,"M"
19,496,"M"
19,497,"M"
19,498,"M"
19,499,"M"
19,500,"M"
19,503,"M"
19,504,"M"
19,505,"M"
20,495,"M"
20,497,"M"
20,498,"M"
20,502,"M"
23,496,"M"
23,497,"M"
23,498,"M"
23,499,"M"
23,500,"M"
23,501,"M"
23,503,"M"
23,504,"M"
23,505,"M"
24,496,"M"
24,502,"M"
24,503,"M"
24,504,"M"
26,495,"M"
26,497,"M"
26,498,"M"
26,499,"M"
26,500,"M"
26,501,"M"
26,502,"M"
26,504,"M"
26,505,"M"
28,496,"M"
28,497,"M"
28,498,"M"
28,499,"M"
28,502,"M"
28,504,"M"
28,505,"M"
30,499,"M"
30,504,"M"
32,496,"M"
32,497,"M"
32,498,"M"
32,499,"M"
32,500,"M"
32,501,"M"
32,503,"M"
32,504,"M"
32,505,"M"
33,495,"M"
33,496,"M"
33,497,"M"
33,498,"M"
33,499,"M"
33,500,"M"
33,501,"M"
33,502,"M"
33,503,"M"
33,504,"M"
33,505,"M"
36,500,"M"
36,501,"M"
36,502,"M"
36,504,"M"
36,505,"M"
38,497,"M"
38,498,"M"
38,503,"M"
38,504,"M"
41,495,"M"
41,504,"M"
44,495,"M"
44,496,"M"
44,497,"M"
44,498,"M"
44,499,"M"
44,500,"M"
44,501,"M"
44,502,"M"
44,503,"M"
44,504,"M"
44,505,"M"
45,496,"M"
45,497,"M"
45,498,"M"
45,499,"M"
45,500,"M"
45,501,"M"
45,503,"M"
45,504,"M"
46,496,"M"
46,497,"M"
46,498,"M"
46,499,"M"
46,504,"M"
46,505,"M"
47,496,"M"
47,499,"M"
47,500,"M"
47,501,"M"
47,502,"M"
47,503,"M"
47,505,"M"
48,496,"M"
48,497,"M"
48,498,"M"
48,499,"M"
48,504,"M"
48,505,"M"
49,496,"M"
49,497,"M"
49,498,"M"
49,499,"M"
49,501,"M"
49,504,"M"
51,495,"M"
51,496,"M"
51,504,"M"
56,496,"M"
56,497,"M"
56,498,"M"
56,499,"M"
56,500,"M"
56,501,"M"
56,503,"M"
57,495,"M"
57,496,"M"
57,497,"M"
57,498,"M"
57,499,"M"
57,500,"M"
57,501,"M"
57,502,"M"
57,503,"M"
57,504,"M"
57,505,"M"
59,496,"M"
59,501,"M"
59,503,"M"
59,504,"M"
59,505,"M"
61,496,"M"
61,497,"M"
61,498,"M"
61,499,"M"
61,504,"M"
61,505,"M"
62,495,"M"
62,497,"M"
62,498,"M"
62,499,"M"
62,500,"M"
62,502,"M"
62,504,"M"
64,496,"M"
64,497,"M"
64,498,"M"
64,499,"M"
64,500,"M"
64,501,"M"
64,502,"M"
64,503,"M"
64,504,"M"
64,505,"M"
67,495,"M"
67,496,"M"
67,497,"M"
67,498,"M"
67,499,"M"
67,500,"M"
67,501,"M"
67,502,"M"
67,503,"M"
67,504,"M"
67,505,"M"
72,496,"M"
72,497,"M"
72,498,"M"
72,499,"M"
72,500,"M"
72,501,"M"
72,503,"M"
72,504,"M"
76,497,"M"
76,499,"M"
76,500,"M"
76,504,"M"
77,496,"M"
77,497,"M"
77,498,"M"
77,499,"M"
77,503,"M"
77,504,"M"
77,505,"M"
78,496,"M"
78,497,"M"
78,498,"M"
78,499,"M"
78,501,"M"
78,502,"M"
78,504,"M"
78,505,"M"
80,495,"M"
80,497,"M"
80,498,"M"
80,500,"M"
80,503,"M"
80,505,"M"
81,502,"M"
81,504,"M"
86,495,"M"
86,497,"M"
86,500,"M"
91,496,"M"
91,497,"M"
91,498,"M"
91,499,"M"
91,500,"M"
91,501,"M"
91,503,"M"
91,504,"M"
91,505,"M"
99,495,"M"
99,496,"M"
99,497,"M"
99,498,"M"
99,499,"M"
99,500,"M"
99,501,"M"
99,502,"M"
99,503,"M"
99,504,"M"
99,505,"M"
3,276,"M"
3,318,"M"
3,124,"M"
14,124,"M"
14,323,"M"
26,212,"M"
26,295,"M"
14,112,"M"
54,345,"M"
44,435,"M"
28,426,"M"
44,471,"M"
26,457,"M"
28,452,"M"
28,425,"M"
44,389,"M"
44,457,"M"
44,445,"M"
26,435,"M"
26,433,"M"
26,446,"M"
14,445,"M"
44,462,"M"
28,454,"M"
28,451,"M"
44,461,"M"
44,447,"M"
44,423,"M"
44,422,"M"
54,436,"M"
44,412,"M"
44,470,"M"
44,453,"M"
28,407,"M"
14,457,"M"
26,471,"M"
54,426,"M"
54,445,"M"
14,423,"M"
44,401,"M"
28,492,"M"
14,484,"M"
78,493,"M"
78,494,"M"
492,530,"M"
494,530,"M"
484,534,"M"
484,540,"M"
484,542,"M"
484,543,"M"
26,248,"M"
26,303,"M"
14,246,"M"
26,258,"M"
26,131,"M"
26,101,"M"
26,230,"M"
25,303,"M"
25,163,"M"
25,167,"M"
25,151,"M"
25,152,"M"
25,283,"M"
26,195,"M"
25,254,"M"
26,210,"M"
26,335,"M"
26,193,"M"
26,259,"M"
26,173,"M"
2,237,"M"
26,240,"M"
26,247,"M"
26,215,"M"
14,267,"M"
26,255,"M"
26,139,"M"
14,512,"M"
14,522,"M"
48,519,"M"
28,521,"M"
28,524,"M"
48,524,"M"
14,515,"M"
32,516,"M"
32,522,"M"
32,526,"M"
28,520,"M"
508,545,"M"
508,548,"M"
508,549,"M"
2,496,"M"
2,497,"M"
2,498,"M"
2,499,"M"
2,504,"M"
10,496,"M"
10,499,"M"
10,500,"M"
10,501,"M"
