"layer","services","node_id","taxon","node_int","node_to","services_to","type","hop"
"PP","Pollination",325,"Flower-visiting insect",NA,NA,"-","D",0
"PP","Pollination",331,"Flower-visiting insect",NA,NA,"-","D",0
"PP","Pollination",510,"Butterfly",NA,NA,"-","D",0
"PP","Pollination",511,"Butterfly",NA,NA,"-","D",0
"PP","Pollination",515,"Butterfly",NA,NA,"-","D",0
"PP","Pollination",516,"Butterfly",NA,NA,"-","D",0
"PP","Pollination",517,"Butterfly",NA,NA,"-","D",0
"PP","Pollination",523,"Butterfly",NA,NA,"-","D",0
"RG","Pollination",95,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",96,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",97,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",98,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",100,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",102,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",104,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",105,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",106,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",109,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",110,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",113,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",116,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",117,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",118,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",119,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",120,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",123,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",124,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",135,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",139,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",140,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",141,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",142,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",143,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",145,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",147,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",149,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",151,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",152,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",154,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",158,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",162,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",163,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",165,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",167,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",169,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",173,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",177,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",179,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",180,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",181,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",185,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",187,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",188,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",192,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",193,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",198,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",201,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",203,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",208,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",213,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",216,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",219,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",222,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",227,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",230,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",237,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",238,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",239,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",240,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",242,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",243,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",244,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",247,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",248,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",249,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",252,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",253,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",254,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",256,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",263,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",264,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",269,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",272,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",273,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",279,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",280,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",281,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",282,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",283,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",288,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",289,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",292,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",294,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",300,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",301,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",302,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",303,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",306,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",307,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",308,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",310,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",311,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",315,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",316,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",317,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",320,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",324,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",326,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",328,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",330,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",334,"Flower-visiting insect",NA,NA,"-","D",0
"RG","Pollination",511,"Butterfly",NA,NA,"-","D",0
"RG","Pollination",512,"Butterfly",NA,NA,"-","D",0
"RG","Pollination",513,"Butterfly",NA,NA,"-","D",0
"RG","Pollination",514,"Butterfly",NA,NA,"-","D",0
"RG","Pollination",515,"Butterfly",NA,NA,"-","D",0
"RG","Pollination",517,"Butterfly",NA,NA,"-","D",0
"RG","Pollination",518,"Butterfly",NA,NA,"-","D",0
"RG","Pollination",522,"Butterfly",NA,NA,"-","D",0
"RG","Pollination",523,"Butterfly",NA,NA,"-","D",0
"RG","Pollination",524,"Butterfly",NA,NA,"-","D",0
"SF","Pollination",106,"Flower-visiting insect",NA,NA,"-","D",0
"SF","Pollination",180,"Flower-visiting insect",NA,NA,"-","D",0
"SF","Pollination",254,"Flower-visiting insect",NA,NA,"-","D",0
"SF","Pollination",293,"Flower-visiting insect",NA,NA,"-","D",0
"SF","Pollination",515,"Butterfly",NA,NA,"-","D",0
"WD","Pollination",97,"Flower-visiting insect",NA,NA,"-","D",0
"WD","Pollination",112,"Flower-visiting insect",NA,NA,"-","D",0
"WD","Pollination",152,"Flower-visiting insect",NA,NA,"-","D",0
"WD","Pollination",173,"Flower-visiting insect",NA,NA,"-","D",0
"WD","Pollination",177,"Flower-visiting insect",NA,NA,"-","D",0
"WD","Pollination",178,"Flower-visiting insect",NA,NA,"-","D",0
"WD","Pollination",181,"Flower-visiting insect",NA,NA,"-","D",0
"WD","Pollination",199,"Flower-visiting insect",NA,NA,"-","D",0
"WD","Pollination",208,"Flower-visiting insect",NA,NA,"-","D",0
"WD","Pollination",209,"Flower-visiting insect",NA,NA,"-","D",0
"WD","Pollination",272,"Flower-visiting insect",NA,NA,"-","D",0
"WD","Pollination",293,"Flower-visiting insect",NA,NA,"-","D",0
"WD","Pollination",311,"Flower-visiting insect",NA,NA,"-","D",0
"WD","Pollination",511,"Butterfly",NA,NA,"-","D",0
"WD","Pollination",517,"Butterfly",NA,NA,"-","D",0
"WD","Pollination",523,"Butterfly",NA,NA,"-","D",0
"CP","Crop damage",356,"Aphid",NA,NA,"-","D",0
"CP","Crop damage",341,"Aphid",NA,NA,"-","D",0
"CP","Crop damage",359,"Aphid",NA,NA,"-","D",0
"CP","Crop damage",339,"Aphid",NA,NA,"-","D",0
"CP","Crop damage",342,"Aphid",NA,NA,"-","D",0
"CP","Crop damage",346,"Aphid",NA,NA,"-","D",0
"CP","Crop damage",347,"Aphid",NA,NA,"-","D",0
"CP","Crop damage",349,"Aphid",NA,NA,"-","D",0
"CP","Crop damage",352,"Aphid",NA,NA,"-","D",0
"CP","Crop damage",355,"Aphid",NA,NA,"-","D",0
"CP","Crop damage",361,"Aphid",NA,NA,"-","D",0
"CP","Crop damage",480,"Seed-feeding insect",NA,NA,"-","D",0
"CP","Crop damage",493,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Crop damage",494,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Crop damage",495,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Crop damage",496,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Crop damage",497,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Crop damage",498,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Crop damage",499,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Crop damage",500,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Crop damage",501,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Crop damage",502,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Crop damage",503,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Crop damage",356,"Aphid",NA,NA,"-","D",0
"GM","Crop damage",490,"Seed-feeding insect",NA,NA,"-","D",0
"GM","Crop damage",492,"Seed-feeding insect",NA,NA,"-","D",0
"GM","Crop damage",482,"Seed-feeding insect",NA,NA,"-","D",0
"GM","Crop damage",506,"Seed-feeding rodent",NA,NA,"-","D",0
"GM","Crop damage",339,"Aphid",NA,NA,"-","D",0
"GM","Crop damage",343,"Aphid",NA,NA,"-","D",0
"GM","Crop damage",355,"Aphid",NA,NA,"-","D",0
"GM","Crop damage",491,"Seed-feeding insect",NA,NA,"-","D",0
"GM","Crop damage",493,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Crop damage",494,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Crop damage",495,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Crop damage",496,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Crop damage",497,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Crop damage",498,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Crop damage",499,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Crop damage",500,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Crop damage",501,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Crop damage",502,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Crop damage",503,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Crop damage",335,"Aphid",NA,NA,"-","D",0
"LP","Crop damage",356,"Aphid",NA,NA,"-","D",0
"LP","Crop damage",359,"Aphid",NA,NA,"-","D",0
"LP","Crop damage",482,"Seed-feeding insect",NA,NA,"-","D",0
"LP","Crop damage",341,"Aphid",NA,NA,"-","D",0
"LP","Crop damage",342,"Aphid",NA,NA,"-","D",0
"LP","Crop damage",346,"Aphid",NA,NA,"-","D",0
"LP","Crop damage",349,"Aphid",NA,NA,"-","D",0
"LP","Crop damage",355,"Aphid",NA,NA,"-","D",0
"LP","Crop damage",360,"Aphid",NA,NA,"-","D",0
"LP","Crop damage",361,"Aphid",NA,NA,"-","D",0
"LP","Crop damage",493,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Crop damage",494,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Crop damage",495,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Crop damage",496,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Crop damage",497,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Crop damage",498,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Crop damage",499,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Crop damage",500,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Crop damage",501,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Crop damage",502,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Crop damage",503,"Seed-feeding bird",NA,NA,"-","D",0
"LU","Crop damage",480,"Seed-feeding insect",NA,NA,"-","D",0
"LU","Crop damage",481,"Seed-feeding insect",NA,NA,"-","D",0
"LU","Crop damage",484,"Seed-feeding insect",NA,NA,"-","D",0
"LU","Crop damage",493,"Seed-feeding bird",NA,NA,"-","D",0
"LU","Crop damage",494,"Seed-feeding bird",NA,NA,"-","D",0
"LU","Crop damage",495,"Seed-feeding bird",NA,NA,"-","D",0
"LU","Crop damage",496,"Seed-feeding bird",NA,NA,"-","D",0
"LU","Crop damage",497,"Seed-feeding bird",NA,NA,"-","D",0
"LU","Crop damage",498,"Seed-feeding bird",NA,NA,"-","D",0
"LU","Crop damage",499,"Seed-feeding bird",NA,NA,"-","D",0
"LU","Crop damage",500,"Seed-feeding bird",NA,NA,"-","D",0
"LU","Crop damage",501,"Seed-feeding bird",NA,NA,"-","D",0
"LU","Crop damage",502,"Seed-feeding bird",NA,NA,"-","D",0
"LU","Crop damage",503,"Seed-feeding bird",NA,NA,"-","D",0
"MH","Crop damage",348,"Aphid",NA,NA,"-","D",0
"MH","Crop damage",350,"Aphid",NA,NA,"-","D",0
"MH","Crop damage",356,"Aphid",NA,NA,"-","D",0
"MH","Crop damage",354,"Aphid",NA,NA,"-","D",0
"MH","Crop damage",489,"Seed-feeding insect",NA,NA,"-","D",0
"MH","Crop damage",491,"Seed-feeding insect",NA,NA,"-","D",0
"MH","Crop damage",508,"Seed-feeding rodent",NA,NA,"-","D",0
"MH","Crop damage",505,"Seed-feeding rodent",NA,NA,"-","D",0
"MH","Crop damage",506,"Seed-feeding rodent",NA,NA,"-","D",0
"MH","Crop damage",338,"Aphid",NA,NA,"-","D",0
"MH","Crop damage",340,"Aphid",NA,NA,"-","D",0
"MH","Crop damage",342,"Aphid",NA,NA,"-","D",0
"MH","Crop damage",343,"Aphid",NA,NA,"-","D",0
"MH","Crop damage",349,"Aphid",NA,NA,"-","D",0
"MH","Crop damage",355,"Aphid",NA,NA,"-","D",0
"MH","Crop damage",357,"Aphid",NA,NA,"-","D",0
"MH","Crop damage",361,"Aphid",NA,NA,"-","D",0
"MH","Crop damage",474,"Seed-feeding insect",NA,NA,"-","D",0
"MH","Crop damage",493,"Seed-feeding bird",NA,NA,"-","D",0
"MH","Crop damage",494,"Seed-feeding bird",NA,NA,"-","D",0
"MH","Crop damage",495,"Seed-feeding bird",NA,NA,"-","D",0
"MH","Crop damage",496,"Seed-feeding bird",NA,NA,"-","D",0
"MH","Crop damage",497,"Seed-feeding bird",NA,NA,"-","D",0
"MH","Crop damage",498,"Seed-feeding bird",NA,NA,"-","D",0
"MH","Crop damage",499,"Seed-feeding bird",NA,NA,"-","D",0
"MH","Crop damage",500,"Seed-feeding bird",NA,NA,"-","D",0
"MH","Crop damage",501,"Seed-feeding bird",NA,NA,"-","D",0
"MH","Crop damage",502,"Seed-feeding bird",NA,NA,"-","D",0
"MH","Crop damage",503,"Seed-feeding bird",NA,NA,"-","D",0
"NH","Crop damage",356,"Aphid",NA,NA,"-","D",0
"NH","Crop damage",345,"Aphid",NA,NA,"-","D",0
"NH","Crop damage",507,"Seed-feeding rodent",NA,NA,"-","D",0
"NH","Crop damage",508,"Seed-feeding rodent",NA,NA,"-","D",0
"NH","Crop damage",506,"Seed-feeding rodent",NA,NA,"-","D",0
"NH","Crop damage",337,"Aphid",NA,NA,"-","D",0
"NH","Crop damage",339,"Aphid",NA,NA,"-","D",0
"NH","Crop damage",341,"Aphid",NA,NA,"-","D",0
"NH","Crop damage",342,"Aphid",NA,NA,"-","D",0
"NH","Crop damage",351,"Aphid",NA,NA,"-","D",0
"NH","Crop damage",355,"Aphid",NA,NA,"-","D",0
"NH","Crop damage",360,"Aphid",NA,NA,"-","D",0
"NH","Crop damage",361,"Aphid",NA,NA,"-","D",0
"NH","Crop damage",491,"Seed-feeding insect",NA,NA,"-","D",0
"NH","Crop damage",492,"Seed-feeding insect",NA,NA,"-","D",0
"NH","Crop damage",493,"Seed-feeding bird",NA,NA,"-","D",0
"NH","Crop damage",494,"Seed-feeding bird",NA,NA,"-","D",0
"NH","Crop damage",495,"Seed-feeding bird",NA,NA,"-","D",0
"NH","Crop damage",496,"Seed-feeding bird",NA,NA,"-","D",0
"NH","Crop damage",497,"Seed-feeding bird",NA,NA,"-","D",0
"NH","Crop damage",498,"Seed-feeding bird",NA,NA,"-","D",0
"NH","Crop damage",499,"Seed-feeding bird",NA,NA,"-","D",0
"NH","Crop damage",500,"Seed-feeding bird",NA,NA,"-","D",0
"NH","Crop damage",501,"Seed-feeding bird",NA,NA,"-","D",0
"NH","Crop damage",502,"Seed-feeding bird",NA,NA,"-","D",0
"NH","Crop damage",503,"Seed-feeding bird",NA,NA,"-","D",0
"NL","Crop damage",335,"Aphid",NA,NA,"-","D",0
"NL","Crop damage",356,"Aphid",NA,NA,"-","D",0
"NL","Crop damage",358,"Aphid",NA,NA,"-","D",0
"NL","Crop damage",362,"Aphid",NA,NA,"-","D",0
"NL","Crop damage",341,"Aphid",NA,NA,"-","D",0
"NL","Crop damage",346,"Aphid",NA,NA,"-","D",0
"NL","Crop damage",353,"Aphid",NA,NA,"-","D",0
"NL","Crop damage",355,"Aphid",NA,NA,"-","D",0
"NL","Crop damage",361,"Aphid",NA,NA,"-","D",0
"NL","Crop damage",493,"Seed-feeding bird",NA,NA,"-","D",0
"NL","Crop damage",494,"Seed-feeding bird",NA,NA,"-","D",0
"NL","Crop damage",495,"Seed-feeding bird",NA,NA,"-","D",0
"NL","Crop damage",496,"Seed-feeding bird",NA,NA,"-","D",0
"NL","Crop damage",497,"Seed-feeding bird",NA,NA,"-","D",0
"NL","Crop damage",498,"Seed-feeding bird",NA,NA,"-","D",0
"NL","Crop damage",499,"Seed-feeding bird",NA,NA,"-","D",0
"NL","Crop damage",500,"Seed-feeding bird",NA,NA,"-","D",0
"NL","Crop damage",501,"Seed-feeding bird",NA,NA,"-","D",0
"NL","Crop damage",502,"Seed-feeding bird",NA,NA,"-","D",0
"NL","Crop damage",503,"Seed-feeding bird",NA,NA,"-","D",0
"PP","Crop damage",356,"Aphid",NA,NA,"-","D",0
"PP","Crop damage",359,"Aphid",NA,NA,"-","D",0
"PP","Crop damage",335,"Aphid",NA,NA,"-","D",0
"PP","Crop damage",476,"Seed-feeding insect",NA,NA,"-","D",0
"PP","Crop damage",480,"Seed-feeding insect",NA,NA,"-","D",0
"PP","Crop damage",482,"Seed-feeding insect",NA,NA,"-","D",0
"PP","Crop damage",484,"Seed-feeding insect",NA,NA,"-","D",0
"PP","Crop damage",490,"Seed-feeding insect",NA,NA,"-","D",0
"PP","Crop damage",339,"Aphid",NA,NA,"-","D",0
"PP","Crop damage",342,"Aphid",NA,NA,"-","D",0
"PP","Crop damage",343,"Aphid",NA,NA,"-","D",0
"PP","Crop damage",355,"Aphid",NA,NA,"-","D",0
"PP","Crop damage",360,"Aphid",NA,NA,"-","D",0
"PP","Crop damage",361,"Aphid",NA,NA,"-","D",0
"PP","Crop damage",483,"Seed-feeding insect",NA,NA,"-","D",0
"PP","Crop damage",493,"Seed-feeding bird",NA,NA,"-","D",0
"PP","Crop damage",494,"Seed-feeding bird",NA,NA,"-","D",0
"PP","Crop damage",495,"Seed-feeding bird",NA,NA,"-","D",0
"PP","Crop damage",496,"Seed-feeding bird",NA,NA,"-","D",0
"PP","Crop damage",497,"Seed-feeding bird",NA,NA,"-","D",0
"PP","Crop damage",498,"Seed-feeding bird",NA,NA,"-","D",0
"PP","Crop damage",499,"Seed-feeding bird",NA,NA,"-","D",0
"PP","Crop damage",500,"Seed-feeding bird",NA,NA,"-","D",0
"PP","Crop damage",501,"Seed-feeding bird",NA,NA,"-","D",0
"PP","Crop damage",502,"Seed-feeding bird",NA,NA,"-","D",0
"PP","Crop damage",503,"Seed-feeding bird",NA,NA,"-","D",0
"RG","Crop damage",350,"Aphid",NA,NA,"-","D",0
"RG","Crop damage",356,"Aphid",NA,NA,"-","D",0
"RG","Crop damage",341,"Aphid",NA,NA,"-","D",0
"RG","Crop damage",361,"Aphid",NA,NA,"-","D",0
"RG","Crop damage",475,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",480,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",481,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",482,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",484,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",485,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",487,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",488,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",477,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",478,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",486,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",491,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",492,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",479,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",508,"Seed-feeding rodent",NA,NA,"-","D",0
"RG","Crop damage",338,"Aphid",NA,NA,"-","D",0
"RG","Crop damage",339,"Aphid",NA,NA,"-","D",0
"RG","Crop damage",342,"Aphid",NA,NA,"-","D",0
"RG","Crop damage",343,"Aphid",NA,NA,"-","D",0
"RG","Crop damage",346,"Aphid",NA,NA,"-","D",0
"RG","Crop damage",349,"Aphid",NA,NA,"-","D",0
"RG","Crop damage",352,"Aphid",NA,NA,"-","D",0
"RG","Crop damage",355,"Aphid",NA,NA,"-","D",0
"RG","Crop damage",474,"Seed-feeding insect",NA,NA,"-","D",0
"RG","Crop damage",493,"Seed-feeding bird",NA,NA,"-","D",0
"RG","Crop damage",494,"Seed-feeding bird",NA,NA,"-","D",0
"RG","Crop damage",495,"Seed-feeding bird",NA,NA,"-","D",0
"RG","Crop damage",496,"Seed-feeding bird",NA,NA,"-","D",0
"RG","Crop damage",497,"Seed-feeding bird",NA,NA,"-","D",0
"RG","Crop damage",498,"Seed-feeding bird",NA,NA,"-","D",0
"RG","Crop damage",499,"Seed-feeding bird",NA,NA,"-","D",0
"RG","Crop damage",500,"Seed-feeding bird",NA,NA,"-","D",0
"RG","Crop damage",501,"Seed-feeding bird",NA,NA,"-","D",0
"RG","Crop damage",502,"Seed-feeding bird",NA,NA,"-","D",0
"RG","Crop damage",503,"Seed-feeding bird",NA,NA,"-","D",0
"RG","Crop damage",504,"Seed-feeding bird",NA,NA,"-","D",0
"SF","Crop damage",493,"Seed-feeding bird",NA,NA,"-","D",0
"SF","Crop damage",494,"Seed-feeding bird",NA,NA,"-","D",0
"SF","Crop damage",495,"Seed-feeding bird",NA,NA,"-","D",0
"SF","Crop damage",496,"Seed-feeding bird",NA,NA,"-","D",0
"SF","Crop damage",497,"Seed-feeding bird",NA,NA,"-","D",0
"SF","Crop damage",498,"Seed-feeding bird",NA,NA,"-","D",0
"SF","Crop damage",499,"Seed-feeding bird",NA,NA,"-","D",0
"SF","Crop damage",500,"Seed-feeding bird",NA,NA,"-","D",0
"SF","Crop damage",501,"Seed-feeding bird",NA,NA,"-","D",0
"SF","Crop damage",502,"Seed-feeding bird",NA,NA,"-","D",0
"SF","Crop damage",503,"Seed-feeding bird",NA,NA,"-","D",0
"WD","Crop damage",336,"Aphid",NA,NA,"-","D",0
"WD","Crop damage",350,"Aphid",NA,NA,"-","D",0
"WD","Crop damage",505,"Seed-feeding rodent",NA,NA,"-","D",0
"WD","Crop damage",506,"Seed-feeding rodent",NA,NA,"-","D",0
"WD","Crop damage",508,"Seed-feeding rodent",NA,NA,"-","D",0
"WD","Crop damage",344,"Aphid",NA,NA,"-","D",0
"WD","Crop damage",348,"Aphid",NA,NA,"-","D",0
"WD","Crop damage",354,"Aphid",NA,NA,"-","D",0
"WD","Crop damage",356,"Aphid",NA,NA,"-","D",0
"WD","Crop damage",493,"Seed-feeding bird",NA,NA,"-","D",0
"WD","Crop damage",494,"Seed-feeding bird",NA,NA,"-","D",0
"WD","Crop damage",495,"Seed-feeding bird",NA,NA,"-","D",0
"WD","Crop damage",496,"Seed-feeding bird",NA,NA,"-","D",0
"WD","Crop damage",497,"Seed-feeding bird",NA,NA,"-","D",0
"WD","Crop damage",498,"Seed-feeding bird",NA,NA,"-","D",0
"WD","Crop damage",499,"Seed-feeding bird",NA,NA,"-","D",0
"WD","Crop damage",500,"Seed-feeding bird",NA,NA,"-","D",0
"WD","Crop damage",501,"Seed-feeding bird",NA,NA,"-","D",0
"WD","Crop damage",502,"Seed-feeding bird",NA,NA,"-","D",0
"WD","Crop damage",503,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Pest control",363,"Primary aphid parasitoid",NA,NA,"-","D",0
"CP","Pest control",365,"Primary aphid parasitoid",NA,NA,"-","D",0
"CP","Pest control",366,"Primary aphid parasitoid",NA,NA,"-","D",0
"CP","Pest control",367,"Primary aphid parasitoid",NA,NA,"-","D",0
"CP","Pest control",368,"Primary aphid parasitoid",NA,NA,"-","D",0
"CP","Pest control",370,"Primary aphid parasitoid",NA,NA,"-","D",0
"CP","Pest control",372,"Primary aphid parasitoid",NA,NA,"-","D",0
"CP","Pest control",374,"Secondary aphid parasitoid",NA,NA,"-","D",0
"CP","Pest control",375,"Secondary aphid parasitoid",NA,NA,"-","D",0
"CP","Pest control",376,"Secondary aphid parasitoid",NA,NA,"-","D",0
"CP","Pest control",378,"Secondary aphid parasitoid",NA,NA,"-","D",0
