"habitat","lower","upper"
"RG","07SEEDINVERT.Rhinocyllus conicus","13SFPARA.Pterandrophysalis levantina"
"PP","07SEEDINVERT.Terellia ruficauda","13SFPARA.Pteromalus albipennis"
"MH","07SEEDINVERT.Terellia longicauda","13SFPARA.Pteromalus beryllii"
"MH","07SEEDINVERT.Terellia serratulae","13SFPARA.Pteromalus beryllii"
"RG","07SEEDINVERT.Terellia serratulae","13SFPARA.Pteromalus elevatus"
"RG","07SEEDINVERT.Urophora stylata","13SFPARA.Pteromalus elevatus"
"RG","07SEEDINVERT.Oxystoma pomonae","13SFPARA.Pteromalus sequester-group"
"GM","07SEEDINVERT.Protapion fulvipes","13SFPARA.Spintherus dubius"
"LU","07SEEDINVERT.Protapion apricans","13SFPARA.Spintherus dubius"
"LU","07SEEDINVERT.Protapion assimile","13SFPARA.Spintherus dubius"
"LU","07SEEDINVERT.Protapion trifolii","13SFPARA.Spintherus dubius"
"PP","07SEEDINVERT.Bruchophagus gibbus","13SFPARA.Spintherus dubius"
"PP","07SEEDINVERT.Protapion apricans","13SFPARA.Spintherus dubius"
"PP","07SEEDINVERT.Protapion fulvipes","13SFPARA.Spintherus dubius"
"PP","07SEEDINVERT.Protapion trifolii","13SFPARA.Spintherus dubius"
"RG","07SEEDINVERT.Bruchidius varius","13SFPARA.Spintherus dubius"
"RG","07SEEDINVERT.Protapion apricans","13SFPARA.Spintherus dubius"
"RG","07SEEDINVERT.Protapion assimile","13SFPARA.Spintherus dubius"
"RG","07SEEDINVERT.Protapion fulvipes","13SFPARA.Spintherus dubius"
"RG","07SEEDINVERT.Protapion trifolii","13SFPARA.Spintherus dubius"
"RG","07SEEDINVERT.Protapion varipes","13SFPARA.Spintherus dubius"
"RG","07SEEDINVERT.Sitona lineatus","13SFPARA.Spintherus dubius"
"RG","07SEEDINVERT.Sitona sulcifrons","13SFPARA.Spintherus dubius"
"RG","07SEEDINVERT.Bruchidius varius","13SFPARA.Triaspis floricola"
"RG","07SEEDINVERT.Protapion apricans","13SFPARA.Triaspis floricola"
"RG","07SEEDINVERT.Protapion assimile","13SFPARA.Triaspis floricola"
"RG","07SEEDINVERT.Protapion fulvipes","13SFPARA.Triaspis floricola"
"RG","07SEEDINVERT.Protapion trifolii","13SFPARA.Triaspis floricola"
"RG","07SEEDINVERT.Protapion varipes","13SFPARA.Triaspis floricola"
"RG","07SEEDINVERT.Sitona lineatus","13SFPARA.Triaspis floricola"
"RG","07SEEDINVERT.Sitona sulcifrons","13SFPARA.Triaspis floricola"
"GM","07SEEDINVERT.Protapion fulvipes","13SFPARA.Trichomalus campestris"
"PP","07SEEDINVERT.Bruchophagus gibbus","13SFPARA.Trichomalus campestris"
"PP","07SEEDINVERT.Protapion apricans","13SFPARA.Trichomalus campestris"
"PP","07SEEDINVERT.Protapion fulvipes","13SFPARA.Trichomalus campestris"
"PP","07SEEDINVERT.Protapion trifolii","13SFPARA.Trichomalus campestris"
"GM","07SEEDINVERT.Protapion fulvipes","13SFPARA.Trichomalus rufinus"
"PP","07SEEDINVERT.Bruchophagus gibbus","13SFPARA.Trichomalus rufinus"
"PP","07SEEDINVERT.Protapion apricans","13SFPARA.Trichomalus rufinus"
"PP","07SEEDINVERT.Protapion fulvipes","13SFPARA.Trichomalus rufinus"
"PP","07SEEDINVERT.Protapion trifolii","13SFPARA.Trichomalus rufinus"
"MH","01PLANT.Ash","09MAMMAL.Apodemus.flavicollis"
"WD","01PLANT.Ash","09MAMMAL.Apodemus.flavicollis"
"MH","01PLANT.Ash","09MAMMAL.Apodemus.sylvaticus"
"WD","01PLANT.Ash","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Ash","09MAMMAL.Micromys.minutus"
"MH","01PLANT.Ash","09MAMMAL.Myodes.glareolus"
"WD","01PLANT.Ash","09MAMMAL.Myodes.glareolus"
"CP","01PLANT.Black Bindweed","09MAMMAL.Apodemus.sylvaticus"
"LU","01PLANT.Black Bindweed","09MAMMAL.Apodemus.sylvaticus"
"NH","01PLANT.Black Bindweed","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Blackthorn","09MAMMAL.Apodemus.flavicollis"
"WD","01PLANT.Blackthorn","09MAMMAL.Apodemus.flavicollis"
"CP","01PLANT.Blackthorn","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Blackthorn","09MAMMAL.Apodemus.sylvaticus"
"WD","01PLANT.Blackthorn","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Blackthorn","09MAMMAL.Myodes.glareolus"
"WD","01PLANT.Blackthorn","09MAMMAL.Myodes.glareolus"
"WD","01PLANT.Bluebell","09MAMMAL.Apodemus.sylvaticus"
"WD","01PLANT.Bluebell","09MAMMAL.Myodes.glareolus"
"MH","01PLANT.Bramble","09MAMMAL.Apodemus.flavicollis"
"WD","01PLANT.Bramble","09MAMMAL.Apodemus.flavicollis"
"CP","01PLANT.Bramble","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Bramble","09MAMMAL.Apodemus.sylvaticus"
"NH","01PLANT.Bramble","09MAMMAL.Apodemus.sylvaticus"
"PP","01PLANT.Bramble","09MAMMAL.Apodemus.sylvaticus"
"WD","01PLANT.Bramble","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Bramble","09MAMMAL.Micromys.minutus"
"NH","01PLANT.Bramble","09MAMMAL.Micromys.minutus"
"MH","01PLANT.Bramble","09MAMMAL.Myodes.glareolus"
"NH","01PLANT.Bramble","09MAMMAL.Myodes.glareolus"
"WD","01PLANT.Bramble","09MAMMAL.Myodes.glareolus"
"NH","01PLANT.Bush Vetch","09MAMMAL.Apodemus.sylvaticus"
"CP","01PLANT.Charlock","09MAMMAL.Apodemus.sylvaticus"
"GM","01PLANT.Charlock","09MAMMAL.Apodemus.sylvaticus"
"CP","01PLANT.Chenopodium sp","09MAMMAL.Apodemus.sylvaticus"
"LU","01PLANT.Chenopodium sp","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Chenopodium sp","09MAMMAL.Apodemus.sylvaticus"
"NH","01PLANT.Chenopodium sp","09MAMMAL.Apodemus.sylvaticus"
"PP","01PLANT.Chenopodium sp","09MAMMAL.Apodemus.sylvaticus"
"RG","01PLANT.Chenopodium sp","09MAMMAL.Apodemus.sylvaticus"
"NH","01PLANT.Chenopodium sp","09MAMMAL.Micromys.minutus"
"RG","01PLANT.Chenopodium sp","09MAMMAL.Micromys.minutus"
"MH","01PLANT.Chenopodium sp","09MAMMAL.Myodes.glareolus"
"NH","01PLANT.Chenopodium sp","09MAMMAL.Myodes.glareolus"
"RG","01PLANT.Chenopodium sp","09MAMMAL.Myodes.glareolus"
"CP","01PLANT.Clover sp","09MAMMAL.Apodemus.sylvaticus"
"GM","01PLANT.Clover sp","09MAMMAL.Apodemus.sylvaticus"
"PP","01PLANT.Clover sp","09MAMMAL.Apodemus.sylvaticus"
"RG","01PLANT.Clover sp","09MAMMAL.Apodemus.sylvaticus"
"NH","01PLANT.Common Chickweed","09MAMMAL.Myodes.glareolus"
"CP","01PLANT.Cut-leaved Crane's-bill","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Cut-leaved Crane's-bill","09MAMMAL.Apodemus.sylvaticus"
"NH","01PLANT.Cut-leaved Crane's-bill","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Dock sp","09MAMMAL.Apodemus.flavicollis"
"WD","01PLANT.Dock sp","09MAMMAL.Apodemus.flavicollis"
"CP","01PLANT.Dock sp","09MAMMAL.Apodemus.sylvaticus"
"GM","01PLANT.Dock sp","09MAMMAL.Apodemus.sylvaticus"
"LU","01PLANT.Dock sp","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Dock sp","09MAMMAL.Apodemus.sylvaticus"
"NH","01PLANT.Dock sp","09MAMMAL.Apodemus.sylvaticus"
"PP","01PLANT.Dock sp","09MAMMAL.Apodemus.sylvaticus"
"RG","01PLANT.Dock sp","09MAMMAL.Apodemus.sylvaticus"
"WD","01PLANT.Dock sp","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Dock sp","09MAMMAL.Micromys.minutus"
"NH","01PLANT.Dock sp","09MAMMAL.Micromys.minutus"
"RG","01PLANT.Dock sp","09MAMMAL.Micromys.minutus"
"MH","01PLANT.Dock sp","09MAMMAL.Myodes.glareolus"
"NH","01PLANT.Dock sp","09MAMMAL.Myodes.glareolus"
"RG","01PLANT.Dock sp","09MAMMAL.Myodes.glareolus"
"WD","01PLANT.Dock sp","09MAMMAL.Myodes.glareolus"
"MH","01PLANT.Dog's Mercury","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Dog's Mercury","09MAMMAL.Myodes.glareolus"
"MH","01PLANT.Elder","09MAMMAL.Apodemus.flavicollis"
"CP","01PLANT.Elder","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Elder","09MAMMAL.Apodemus.sylvaticus"
"NH","01PLANT.Elder","09MAMMAL.Apodemus.sylvaticus"
"WD","01PLANT.Elder","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Elder","09MAMMAL.Micromys.minutus"
"MH","01PLANT.Elder","09MAMMAL.Myodes.glareolus"
"NH","01PLANT.Elder","09MAMMAL.Myodes.glareolus"
"WD","01PLANT.Elder","09MAMMAL.Myodes.glareolus"
"CP","01PLANT.Field Madder","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Field Madder","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Field Maple","09MAMMAL.Apodemus.flavicollis"
"WD","01PLANT.Field Maple","09MAMMAL.Apodemus.flavicollis"
"MH","01PLANT.Field Maple","09MAMMAL.Apodemus.sylvaticus"
"WD","01PLANT.Field Maple","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Field Maple","09MAMMAL.Micromys.minutus"
"MH","01PLANT.Field Maple","09MAMMAL.Myodes.glareolus"
"WD","01PLANT.Field Maple","09MAMMAL.Myodes.glareolus"
"MH","01PLANT.Grass sp","09MAMMAL.Apodemus.flavicollis"
"WD","01PLANT.Grass sp","09MAMMAL.Apodemus.flavicollis"
"CP","01PLANT.Grass sp","09MAMMAL.Apodemus.sylvaticus"
"GM","01PLANT.Grass sp","09MAMMAL.Apodemus.sylvaticus"
"LU","01PLANT.Grass sp","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Grass sp","09MAMMAL.Apodemus.sylvaticus"
"NH","01PLANT.Grass sp","09MAMMAL.Apodemus.sylvaticus"
"PP","01PLANT.Grass sp","09MAMMAL.Apodemus.sylvaticus"
"RG","01PLANT.Grass sp","09MAMMAL.Apodemus.sylvaticus"
"WD","01PLANT.Grass sp","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Grass sp","09MAMMAL.Micromys.minutus"
"NH","01PLANT.Grass sp","09MAMMAL.Micromys.minutus"
"RG","01PLANT.Grass sp","09MAMMAL.Micromys.minutus"
"MH","01PLANT.Grass sp","09MAMMAL.Myodes.glareolus"
"NH","01PLANT.Grass sp","09MAMMAL.Myodes.glareolus"
"RG","01PLANT.Grass sp","09MAMMAL.Myodes.glareolus"
"WD","01PLANT.Grass sp","09MAMMAL.Myodes.glareolus"
"MH","01PLANT.Ground Ivy","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Ground Ivy","09MAMMAL.Myodes.glareolus"
"CP","01PLANT.Hairy Tare","09MAMMAL.Apodemus.sylvaticus"
"NH","01PLANT.Hairy Tare","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Hawthorn","09MAMMAL.Apodemus.flavicollis"
"CP","01PLANT.Hawthorn","09MAMMAL.Apodemus.sylvaticus"
"GM","01PLANT.Hawthorn","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Hawthorn","09MAMMAL.Apodemus.sylvaticus"
"NH","01PLANT.Hawthorn","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Hawthorn","09MAMMAL.Micromys.minutus"
"NH","01PLANT.Hawthorn","09MAMMAL.Micromys.minutus"
"MH","01PLANT.Hawthorn","09MAMMAL.Myodes.glareolus"
"NH","01PLANT.Hawthorn","09MAMMAL.Myodes.glareolus"
"MH","01PLANT.Hazel","09MAMMAL.Apodemus.flavicollis"
"WD","01PLANT.Hazel","09MAMMAL.Apodemus.flavicollis"
"MH","01PLANT.Hazel","09MAMMAL.Apodemus.sylvaticus"
"WD","01PLANT.Hazel","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Hazel","09MAMMAL.Myodes.glareolus"
"WD","01PLANT.Hazel","09MAMMAL.Myodes.glareolus"
"MH","01PLANT.Hedge Woundwort","09MAMMAL.Apodemus.flavicollis"
"MH","01PLANT.Hedge Woundwort","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Hedge Woundwort","09MAMMAL.Micromys.minutus"
"MH","01PLANT.Hedge Woundwort","09MAMMAL.Myodes.glareolus"
"MH","01PLANT.Herb Robert","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Herb Robert","09MAMMAL.Myodes.glareolus"
"CP","01PLANT.Knotgrass sp","09MAMMAL.Apodemus.sylvaticus"
"LU","01PLANT.Knotgrass sp","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Knotgrass sp","09MAMMAL.Apodemus.sylvaticus"
"NH","01PLANT.Knotgrass sp","09MAMMAL.Apodemus.sylvaticus"
"PP","01PLANT.Knotgrass sp","09MAMMAL.Apodemus.sylvaticus"
"RG","01PLANT.Knotgrass sp","09MAMMAL.Apodemus.sylvaticus"
"WD","01PLANT.Knotgrass sp","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Lesser Stitchwort","09MAMMAL.Apodemus.flavicollis"
"CP","01PLANT.Lesser Stitchwort","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Lesser Stitchwort","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Lesser Stitchwort","09MAMMAL.Myodes.glareolus"
"MH","01PLANT.Oak","09MAMMAL.Apodemus.flavicollis"
"WD","01PLANT.Oak","09MAMMAL.Apodemus.flavicollis"
"MH","01PLANT.Oak","09MAMMAL.Apodemus.sylvaticus"
"PP","01PLANT.Oak","09MAMMAL.Apodemus.sylvaticus"
"WD","01PLANT.Oak","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Oak","09MAMMAL.Myodes.glareolus"
"WD","01PLANT.Oak","09MAMMAL.Myodes.glareolus"
"CP","01PLANT.Persicaria sp","09MAMMAL.Apodemus.sylvaticus"
"GM","01PLANT.Persicaria sp","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Persicaria sp","09MAMMAL.Apodemus.sylvaticus"
"NH","01PLANT.Persicaria sp","09MAMMAL.Apodemus.sylvaticus"
"PP","01PLANT.Persicaria sp","09MAMMAL.Apodemus.sylvaticus"
"RG","01PLANT.Persicaria sp","09MAMMAL.Apodemus.sylvaticus"
"CP","01PLANT.Red Dead-nettle","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Red Dead-nettle","09MAMMAL.Apodemus.sylvaticus"
"RG","01PLANT.Red Dead-nettle","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Red Dead-nettle","09MAMMAL.Myodes.glareolus"
"RG","01PLANT.Red Dead-nettle","09MAMMAL.Myodes.glareolus"
"MH","01PLANT.Rose sp","09MAMMAL.Apodemus.flavicollis"
"MH","01PLANT.Rose sp","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Rose sp","09MAMMAL.Micromys.minutus"
"MH","01PLANT.Rose sp","09MAMMAL.Myodes.glareolus"
"CP","01PLANT.Stinging Nettle","09MAMMAL.Apodemus.sylvaticus"
"GM","01PLANT.Stinging Nettle","09MAMMAL.Apodemus.sylvaticus"
"LU","01PLANT.Stinging Nettle","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Stinging Nettle","09MAMMAL.Apodemus.sylvaticus"
"NH","01PLANT.Stinging Nettle","09MAMMAL.Apodemus.sylvaticus"
"PP","01PLANT.Stinging Nettle","09MAMMAL.Apodemus.sylvaticus"
"RG","01PLANT.Stinging Nettle","09MAMMAL.Apodemus.sylvaticus"
"WD","01PLANT.Stinging Nettle","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Stinging Nettle","09MAMMAL.Myodes.glareolus"
"NH","01PLANT.Stinging Nettle","09MAMMAL.Myodes.glareolus"
"RG","01PLANT.Stinging Nettle","09MAMMAL.Myodes.glareolus"
"WD","01PLANT.Stinging Nettle","09MAMMAL.Myodes.glareolus"
"MH","01PLANT.Sycamore","09MAMMAL.Apodemus.flavicollis"
"WD","01PLANT.Sycamore","09MAMMAL.Apodemus.flavicollis"
"CP","01PLANT.Sycamore","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Sycamore","09MAMMAL.Apodemus.sylvaticus"
"WD","01PLANT.Sycamore","09MAMMAL.Apodemus.sylvaticus"
"MH","01PLANT.Sycamore","09MAMMAL.Micromys.minutus"
"MH","01PLANT.Sycamore","09MAMMAL.Myodes.glareolus"
"WD","01PLANT.Sycamore","09MAMMAL.Myodes.glareolus"
"CP","01PLANT.zCROP Wheat","09MAMMAL.Apodemus.sylvaticus"
"PP","01PLANT.zCROP Wheat","09MAMMAL.Apodemus.sylvaticus"
"GM","01PLANT.Dandelion","12BFLY.Peacock"
"LP","01PLANT.Dandelion","12BFLY.Peacock"
"LU","01PLANT.Dandelion","12BFLY.Peacock"
"MH","01PLANT.Bluebell","12BFLY.Peacock"
"PP","01PLANT.Dandelion","12BFLY.Peacock"
"RG","01PLANT.Dandelion","12BFLY.Peacock"
"WD","01PLANT.Bluebell","12BFLY.Peacock"
"WD","01PLANT.Cuckooflower","12BFLY.Peacock"
"GM","01PLANT.Dandelion","12BFLY.Small tortoiseshell"
"LU","01PLANT.Dandelion","12BFLY.Small tortoiseshell"
"WD","01PLANT.Bluebell","12BFLY.Small white"
"RG","01PLANT.Dandelion","12BFLY.Speckled wood"
"MH","01PLANT.Bramble","12BFLY.Comma"
"MH","01PLANT.Creeping Thistle","12BFLY.Comma"
"GM","01PLANT.Clover sp","12BFLY.Common blue"
"GM","01PLANT.zCROP Lucerne","12BFLY.Common blue"
"PP","01PLANT.Clover sp","12BFLY.Common blue"
"PP","01PLANT.Creeping Thistle","12BFLY.Common blue"
"GM","01PLANT.Clover sp","12BFLY.Gatekeeper"
"LP","01PLANT.Clover sp","12BFLY.Gatekeeper"
"LP","01PLANT.Creeping Thistle","12BFLY.Gatekeeper"
"MH","01PLANT.Bramble","12BFLY.Gatekeeper"
"MH","01PLANT.Creeping Thistle","12BFLY.Gatekeeper"
"NH","01PLANT.Creeping Thistle","12BFLY.Gatekeeper"
"NH","01PLANT.Ragwort","12BFLY.Gatekeeper"
"NH","01PLANT.Spear Thistle","12BFLY.Gatekeeper"
"PP","01PLANT.Clover sp","12BFLY.Gatekeeper"
"PP","01PLANT.Creeping Thistle","12BFLY.Gatekeeper"
"RG","01PLANT.Bramble","12BFLY.Gatekeeper"
"RG","01PLANT.Clover sp","12BFLY.Gatekeeper"
"RG","01PLANT.Corn Mint","12BFLY.Gatekeeper"
"RG","01PLANT.Creeping Thistle","12BFLY.Gatekeeper"
"RG","01PLANT.Spear Thistle","12BFLY.Gatekeeper"
"RG","01PLANT.Upright Hedge-parsley","12BFLY.Gatekeeper"
"GM","01PLANT.Creeping Buttercup","12BFLY.Green-veined White"
"GM","01PLANT.zCROP Lucerne","12BFLY.Green-veined White"
"LU","01PLANT.zCROP Lucerne","12BFLY.Green-veined White"
"CP","01PLANT.Willowherb sp","12BFLY.Large White"
"GM","01PLANT.zCROP Lucerne","12BFLY.Large White"
"LP","01PLANT.Creeping Thistle","12BFLY.Large White"
"LU","01PLANT.zCROP Lucerne","12BFLY.Large White"
"RG","01PLANT.Creeping Thistle","12BFLY.Large White"
"RG","01PLANT.Spear Thistle","12BFLY.Large White"
"RG","01PLANT.Willowherb sp","12BFLY.Large White"
"CP","01PLANT.Mayweed sp","12BFLY.Meadow Brown"
"GM","01PLANT.Creeping Buttercup","12BFLY.Meadow Brown"
"LP","01PLANT.Creeping Buttercup","12BFLY.Meadow Brown"
"LP","01PLANT.Creeping Thistle","12BFLY.Meadow Brown"
"MH","01PLANT.Bramble","12BFLY.Meadow Brown"
"MH","01PLANT.Creeping Thistle","12BFLY.Meadow Brown"
"PP","01PLANT.Creeping Buttercup","12BFLY.Meadow Brown"
"PP","01PLANT.Creeping Thistle","12BFLY.Meadow Brown"
"PP","01PLANT.Selfheal","12BFLY.Meadow Brown"
"RG","01PLANT.Bramble","12BFLY.Meadow Brown"
"RG","01PLANT.Creeping Thistle","12BFLY.Meadow Brown"
"RG","01PLANT.Mayweed sp","12BFLY.Meadow Brown"
"RG","01PLANT.Spear Thistle","12BFLY.Meadow Brown"
"MH","01PLANT.Bramble","12BFLY.Red Admiral"
"MH","01PLANT.Creeping Thistle","12BFLY.Red Admiral"
"GM","01PLANT.Clover sp","12BFLY.Small copper"
"GM","01PLANT.Creeping Buttercup","12BFLY.Small copper"
"LU","01PLANT.Clover sp","12BFLY.Small Skipper"
"LU","01PLANT.zCROP Lucerne","12BFLY.Small Skipper"
"GM","01PLANT.Clover sp","12BFLY.Small white"
"GM","01PLANT.Creeping Buttercup","12BFLY.Small white"
"MH","01PLANT.Bramble","12BFLY.Small white"
"MH","01PLANT.Creeping Thistle","12BFLY.Small white"
"RG","01PLANT.Bramble","12BFLY.Speckled wood"
"MH","01PLANT.Spear Thistle","12BFLY.Comma"
"CP","01PLANT.Clover sp","12BFLY.Gatekeeper"
"CP","01PLANT.Creeping Thistle","12BFLY.Gatekeeper"
"GM","01PLANT.Creeping Thistle","12BFLY.Gatekeeper"
"MH","01PLANT.Spear Thistle","12BFLY.Gatekeeper"
"MH","01PLANT.Upright Hedge-parsley","12BFLY.Gatekeeper"
"WD","01PLANT.Bramble","12BFLY.Gatekeeper"
"WD","01PLANT.Wild Privet","12BFLY.Gatekeeper"
"CP","01PLANT.Creeping Buttercup","12BFLY.Green-veined White"
"CP","01PLANT.Creeping Thistle","12BFLY.Green-veined White"
"GM","01PLANT.Creeping Thistle","12BFLY.Green-veined White"
"LP","01PLANT.Creeping Buttercup","12BFLY.Green-veined White"
"MH","01PLANT.Creeping Buttercup","12BFLY.Green-veined White"
"MH","01PLANT.Creeping Thistle","12BFLY.Green-veined White"
"MH","01PLANT.Spear Thistle","12BFLY.Green-veined White"
"RG","01PLANT.Common Vetch","12BFLY.Green-veined White"
"RG","01PLANT.Creeping Buttercup","12BFLY.Green-veined White"
"RG","01PLANT.Creeping Thistle","12BFLY.Green-veined White"
"RG","01PLANT.Spear Thistle","12BFLY.Green-veined White"
"CP","01PLANT.Creeping Thistle","12BFLY.Large White"
"GM","01PLANT.Creeping Thistle","12BFLY.Large White"
"MH","01PLANT.Creeping Thistle","12BFLY.Large White"
"MH","01PLANT.Spear Thistle","12BFLY.Large White"
"CP","01PLANT.Creeping Buttercup","12BFLY.Meadow Brown"
"CP","01PLANT.Creeping Thistle","12BFLY.Meadow Brown"
"GM","01PLANT.Creeping Thistle","12BFLY.Meadow Brown"
"MH","01PLANT.Creeping Buttercup","12BFLY.Meadow Brown"
"MH","01PLANT.Spear Thistle","12BFLY.Meadow Brown"
"NH","01PLANT.Creeping Buttercup","12BFLY.Meadow Brown"
"NH","01PLANT.Creeping Thistle","12BFLY.Meadow Brown"
"NH","01PLANT.Spear Thistle","12BFLY.Meadow Brown"
"PP","01PLANT.Mayweed sp","12BFLY.Meadow Brown"
"RG","01PLANT.Creeping Buttercup","12BFLY.Meadow Brown"
"RG","01PLANT.Hogweed","12BFLY.Meadow Brown"
"CP","01PLANT.Creeping Thistle","12BFLY.Peacock"
"GM","01PLANT.Creeping Thistle","12BFLY.Peacock"
"GM","01PLANT.Hawkish Complex sp","12BFLY.Peacock"
"MH","01PLANT.Bramble","12BFLY.Peacock"
"MH","01PLANT.Creeping Thistle","12BFLY.Peacock"
"MH","01PLANT.Spear Thistle","12BFLY.Peacock"
"NH","01PLANT.Creeping Thistle","12BFLY.Peacock"
"NH","01PLANT.Spear Thistle","12BFLY.Peacock"
"RG","01PLANT.Creeping Thistle","12BFLY.Peacock"
"RG","01PLANT.Spear Thistle","12BFLY.Peacock"
"MH","01PLANT.Spear Thistle","12BFLY.Red Admiral"
"RG","01PLANT.Creeping Thistle","12BFLY.Red Admiral"
"RG","01PLANT.Spear Thistle","12BFLY.Red Admiral"
"GM","01PLANT.Creeping Thistle","12BFLY.Ringlet"
"NH","01PLANT.Creeping Thistle","12BFLY.Ringlet"
"NH","01PLANT.Spear Thistle","12BFLY.Ringlet"
"LP","01PLANT.Clover sp","12BFLY.Small copper"
"LP","01PLANT.Creeping Buttercup","12BFLY.Small copper"
"CP","01PLANT.Clover sp","12BFLY.Small Skipper"
"CP","01PLANT.Creeping Thistle","12BFLY.Small Skipper"
"CP","01PLANT.Mayweed sp","12BFLY.Small Skipper"
"GM","01PLANT.Clover sp","12BFLY.Small Skipper"
"GM","01PLANT.Creeping Thistle","12BFLY.Small Skipper"
"GM","01PLANT.Creeping Thistle","12BFLY.Small tortoiseshell"
"GM","01PLANT.Hawkish Complex sp","12BFLY.Small tortoiseshell"
"MH","01PLANT.Bramble","12BFLY.Small tortoiseshell"
"MH","01PLANT.Creeping Thistle","12BFLY.Small tortoiseshell"
"MH","01PLANT.Spear Thistle","12BFLY.Small tortoiseshell"
"RG","01PLANT.Creeping Thistle","12BFLY.Small tortoiseshell"
"RG","01PLANT.Spear Thistle","12BFLY.Small tortoiseshell"
"CP","01PLANT.Charlock","12BFLY.Small white"
"CP","01PLANT.Clover sp","12BFLY.Small white"
"CP","01PLANT.Creeping Buttercup","12BFLY.Small white"
"CP","01PLANT.Creeping Thistle","12BFLY.Small white"
"LP","01PLANT.Clover sp","12BFLY.Small white"
"LP","01PLANT.Creeping Buttercup","12BFLY.Small white"
"MH","01PLANT.Common Bird's-foot-trefoil","12BFLY.Small white"
"MH","01PLANT.Creeping Buttercup","12BFLY.Small white"
"MH","01PLANT.Spear Thistle","12BFLY.Small white"
"PP","01PLANT.Clover sp","12BFLY.Small white"
"PP","01PLANT.Common Bird's-foot-trefoil","12BFLY.Small white"
"PP","01PLANT.Creeping Buttercup","12BFLY.Small white"
"PP","01PLANT.Daisy","12BFLY.Small white"
"RG","01PLANT.Bindweed sp","12BFLY.Small white"
"RG","01PLANT.Charlock","12BFLY.Small white"
"RG","01PLANT.Clover sp","12BFLY.Small white"
"RG","01PLANT.Creeping Buttercup","12BFLY.Small white"
"RG","01PLANT.Creeping Thistle","12BFLY.Small white"
"RG","01PLANT.Spear Thistle","12BFLY.Small white"
"GM","01PLANT.Clover sp","12BFLY.Large Skipper"
"LP","01PLANT.Clover sp","12BFLY.Large Skipper"
"LP","01PLANT.Creeping Thistle","12BFLY.Large Skipper"
"RG","01PLANT.Bramble","12BFLY.Large Skipper"
"RG","01PLANT.Clover sp","12BFLY.Large Skipper"
"RG","01PLANT.Common Bird's-foot-trefoil","12BFLY.Large Skipper"
"RG","01PLANT.Common Vetch","12BFLY.Large Skipper"
"SF","01PLANT.Creeping Buttercup","12BFLY.Meadow Brown"
"LP","01PLANT.Charlock","12BFLY.Small white"
"LP","01PLANT.Creeping Thistle","12BFLY.Small white"
"RG","01PLANT.Bramble","12BFLY.Small white"
"RG","01PLANT.Common Bird's-foot-trefoil","12BFLY.Small white"
"RG","01PLANT.Ground Ivy","12BFLY.Green-veined White"
"GM","01PLANT.Dandelion","12BFLY.Large White"
"CP","01PLANT.Creeping Buttercup","12BFLY.Small copper"
"GM","01PLANT.Dandelion","12BFLY.Small copper"
