lower,upper,weight
GM,13SFPARA.Trichomalus campestris,1
PP,13SFPARA.Trichomalus campestris,1
GM,13SFPARA.Trichomalus rufinus,1
PP,13SFPARA.Trichomalus rufinus,1
MH,14FLEA.Amalaraeus penicilliger mustelae,1
NH,14FLEA.Amalaraeus penicilliger mustelae,1
RG,14FLEA.Amalaraeus penicilliger mustelae,1
WD,14FLEA.Amalaraeus penicilliger mustelae,1
GM,14FLEA.Ctenophthalmus nobilis vulgaris,1
MH,14FLEA.Ctenophthalmus nobilis vulgaris,1
NH,14FLEA.Ctenophthalmus nobilis vulgaris,1
RG,14FLEA.Ctenophthalmus nobilis vulgaris,1
WD,14FLEA.Ctenophthalmus nobilis vulgaris,1
MH,14FLEA.Hystrichopsylla talpae talpae,1
NH,14FLEA.Hystrichopsylla talpae talpae,1
WD,14FLEA.Hystrichopsylla talpae talpae,1
MH,14FLEA.Ixodes trianguliceps,1
RG,14FLEA.Ixodes trianguliceps,1
WD,14FLEA.Ixodes trianguliceps,1
GM,14FLEA.Megabothris turbidus,1
MH,14FLEA.Megabothris turbidus,1
RG,14FLEA.Megabothris turbidus,1
WD,14FLEA.Megabothris turbidus,1
GM,14FLEA.Nosopsyllus fasciatus,1
MH,14FLEA.Palaeopsylla minor,1
WD,14FLEA.Palaeopsylla soricis soricis,1
